,lien,type de bien,nb de pièces,taille,carrez,prix,nom_ville,code_postal,nom_x,code_insee,code,nom_y,geometry,prix/m²
4757,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-val-de-marne-94-a-vendre-rungis-appartement-t3-de-63/1250191722A1KIVHAP000,Appartement,3,64,False,345000,Rungis,94150,Rungis,94065,94065,Rungis,"POLYGON ((2.3307477519641 48.748103215323, 2.3438906252819 48.756204514892, 2.3531475203595 48.759939077397, 2.3686208217523 48.757461210608, 2.3693515629708 48.746067457624, 2.362911468138 48.746090831723, 2.3539536652921 48.738659181113, 2.3368066471512 48.743205388567, 2.3307477519641 48.748103215323))",5390.6
4758,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-val-de-marne-94-a-vendre-la-queue-en-brie-appartement/1248566920A1KIVHAP000,Appartement,4,89,False,382000,La Queue-en-Brie,94510,La Queue-en-Brie,94060,94060,Queue-en-Brie,"POLYGON ((2.5554554933098 48.792096880109, 2.5716754236818 48.798941059573, 2.5771597648809 48.793825115733, 2.5884703794025 48.793324068325, 2.5915437636137 48.797363843187, 2.5991420754576 48.793212840234, 2.5856046173972 48.778627130829, 2.5919605754401 48.77140075822, 2.6070020497727 48.774401216878, 2.6148182997206 48.761116417176, 2.5975493852329 48.76057109667, 2.5893726493515 48.76153171451, 2.5771184760019 48.755086940177, 2.572003880223 48.759073806688, 2.5796589114598 48.765288927267, 2.5716768711061 48.767096258721, 2.5619668533917 48.787805659511, 2.5554554933098 48.792096880109))",4292.1
4759,https://www.paruvendu.fr/immobilier/vente/appartement/residence-affaires/1249545818A1KIVHAP000,Appartement,1,19,False,102000,Asnières-sur-Seine,92600,Asnières-sur-Seine,92004,92004,Asnières-sur-Seine,"POLYGON ((2.2730393470107 48.933837649862, 2.2843703357838 48.930235818272, 2.2859480936706 48.922680314727, 2.3008304863433 48.914709405165, 2.3177488401014 48.920817897531, 2.3220153126855 48.918671199655, 2.3198186224138 48.915937453257, 2.3137528853936 48.914015216252, 2.2873947275247 48.903641514692, 2.2842744091473 48.902285620694, 2.2759875959395 48.906675754828, 2.2663940990819 48.906292729204, 2.276868225636 48.916249772776, 2.2733089177318 48.926851735489, 2.2730393470107 48.933837649862))",5368.4
4766,https://www.paruvendu.fr/immobilier/vente/appartement/magnifique-duplex-de-83-30m2-au-sein-d-un-agreable-domaine/1251576326A1KIVHAP000,Appartement,4,83,False,284000,La Ferté-Alais,91590,La Ferté-Alais,91232,91232,Ferté-Alais,"POLYGON ((2.3857532399275 48.473322035067, 2.350588839185 48.476971899984, 2.3485591257401 48.472073038121, 2.3441660818227 48.476298760334, 2.346602149738 48.486690383711, 2.366159200057 48.491047997927, 2.3880630428473 48.484558687675, 2.391371961456 48.480691084035, 2.3857532399275 48.473322035067))",3421.7
4768,https://www.paruvendu.fr/immobilier/vente/maison/dpt-val-de-marne-94-a-vendre-rungis-maison-p5-de-102-06-m/1250191721A1KIVHMN000,Maison,5,102,False,574000,Rungis,94150,Rungis,94065,94065,Rungis,"POLYGON ((2.3307477519641 48.748103215323, 2.3438906252819 48.756204514892, 2.3531475203595 48.759939077397, 2.3686208217523 48.757461210608, 2.3693515629708 48.746067457624, 2.362911468138 48.746090831723, 2.3539536652921 48.738659181113, 2.3368066471512 48.743205388567, 2.3307477519641 48.748103215323))",5627.5
4769,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-seine-saint-denis-93-a-vendre-villemomble-appartement/1246866680A1KIVHAP000,Appartement,3,65,False,381000,Villemomble,93250,Villemomble,93077,93077,Villemomble,"POLYGON ((2.5298465989693 48.874288123106, 2.5204326157065 48.874572736386, 2.5091354998104 48.877914691988, 2.5008082478637 48.877117633146, 2.4868020094812 48.887030959256, 2.4946458011434 48.889447502295, 2.4998440551094 48.895741113095, 2.5076358962972 48.898516282798, 2.5125115662804 48.888972989404, 2.5181957754075 48.891176823628, 2.5268019767574 48.881364565051, 2.5298465989693 48.874288123106))",5861.5
4770,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-val-d-oise-95-a-vendre-enghien-les-bains-appartement/1248571325A1KIVHAP000,Appartement,2,57,False,444000,Enghien-les-Bains,95880,Enghien-les-Bains,95210,95210,Enghien-les-Bains,"POLYGON ((2.2986199686098 48.966348852881, 2.2930195616439 48.971612634255, 2.2978629208058 48.975074460179, 2.3070214529553 48.977593483281, 2.3108464872473 48.971932212686, 2.3131712998317 48.962218212702, 2.2986199686098 48.966348852881))",7789.5
4771,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-paris-75-a-vendre-paris-12eme-arrondissement-appartem/1262897382A1KIVHAP000,Appartement,1,24,False,255000,Paris,75012,Paris,75112,75112,Paris 12e  Arrondissement,"POLYGON ((2.365950820881 48.844908659278, 2.3643180356191 48.846167191329, 2.3690196371168 48.853221440745, 2.3991184448726 48.848094484736, 2.4159711107696 48.846622956277, 2.4122456125626 48.834538914673, 2.4221386362435 48.835797660955, 2.4275751567613 48.841570705794, 2.4478479965512 48.844804739969, 2.4634383121686 48.842089485269, 2.4672474618601 48.839072987582, 2.465730572119 48.826226047985, 2.4612052142523 48.818355149154, 2.4384475102742 48.818232447877, 2.4199625195411 48.824080072246, 2.406031823401 48.827615470779, 2.3900720145113 48.82569232682, 2.365950820881 48.844908659278))",10625.0
4772,https://www.paruvendu.fr/immobilier/vente/maison/dpt-val-d-oise-95-a-vendre-sagy-maison-p8-terrain-de/1262897381A1KIVHMN000,Maison,8,180,False,559000,Sagy,95450,Sagy,95535,95535,Sagy,"POLYGON ((1.9836503971896 49.034560408907, 1.960947593593 49.034805853053, 1.9445333898322 49.050982215137, 1.9402367706628 49.053966725379, 1.9536082158882 49.064409793577, 1.9587503029565 49.071803798822, 1.9706342355173 49.066222214135, 1.9786130653343 49.06925861923, 1.9947358917097 49.06342016964, 1.9943435905744 49.060714726629, 1.986047351523 49.043832976268, 1.9836503971896 49.034560408907))",3105.6
4787,https://www.paruvendu.fr/immobilier/prestige/appartement/dpt-hauts-de-seine-92-a-vendre-chatenay-malabry-apparteme/1262897346A1KIVHAP000,Appartement,4,104,False,815000,Châtenay-Malabry,92290,Châtenay-Malabry,92019,92019,Châtenay-Malabry,"POLYGON ((2.2288438793787 48.774465449016, 2.2374555044661 48.776297097556, 2.2438118036027 48.773120247428, 2.2599163159658 48.77322739964, 2.2723861917258 48.777340616766, 2.2795781166078 48.782487507987, 2.2902548977764 48.766600144572, 2.2911566022188 48.762018402653, 2.2786189579814 48.760015845292, 2.2761433268947 48.756655860398, 2.2593929492592 48.761011671227, 2.2476645497167 48.761102963541, 2.2385923949602 48.766463677435, 2.2328536167843 48.765986233987, 2.2288438793787 48.774465449016))",7836.5
4788,https://www.paruvendu.fr/immobilier/vente/appartement/t3-47m2-paris-20e-colline-menilmontant-prix-negociable/1260678709A1KIVHAP000,Appartement,3,47,False,400000,Paris,75020,Paris,75120,75120,Paris 20e  Arrondissement,"POLYGON ((2.4132704497803 48.873116980044, 2.4153151254188 48.855173471685, 2.4163411302989 48.849233783552, 2.4159711107696 48.846622956277, 2.3991184448726 48.848094484736, 2.3943004420294 48.856491711482, 2.3770153520998 48.87192112928, 2.4106903466383 48.878475106516, 2.4132704497803 48.873116980044))",8510.6
4789,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-hauts-de-seine-92-a-vendre-chatenay-malabry-apparteme/1262897344A1KIVHAP000,Appartement,3,66,False,463000,Châtenay-Malabry,92290,Châtenay-Malabry,92019,92019,Châtenay-Malabry,"POLYGON ((2.2288438793787 48.774465449016, 2.2374555044661 48.776297097556, 2.2438118036027 48.773120247428, 2.2599163159658 48.77322739964, 2.2723861917258 48.777340616766, 2.2795781166078 48.782487507987, 2.2902548977764 48.766600144572, 2.2911566022188 48.762018402653, 2.2786189579814 48.760015845292, 2.2761433268947 48.756655860398, 2.2593929492592 48.761011671227, 2.2476645497167 48.761102963541, 2.2385923949602 48.766463677435, 2.2328536167843 48.765986233987, 2.2288438793787 48.774465449016))",7015.2
4793,https://www.paruvendu.fr/immobilier/vente/maison/dpt-yvelines-78-a-vendre-fontenay-saint-pere-villa-fami/1262897340A1KIVHMN000,Maison,7,206,False,530000,Fontenay-Saint-Père,78440,Fontenay-Saint-Père,78246,78246,Fontenay-Saint-Père,"POLYGON ((1.7356433379106 49.048684595888, 1.7511782974558 49.048223015203, 1.7727904377989 49.042126582405, 1.7852272881691 49.03103273985, 1.7699998191 49.014304677245, 1.755440751168 49.006025790495, 1.7300325821432 49.01542449201, 1.7329503724021 49.039628350208, 1.7356433379106 49.048684595888))",2572.8
4801,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-val-d-oise-95-a-vendre-cormeilles-en-parisis-appartem/1261964053A1KIVHAP000,Appartement,3,66,False,395000,Cormeilles-en-Parisis,95240,Cormeilles-en-Parisis,95176,95176,Cormeilles-en-Parisis,"POLYGON ((2.173144277672 48.953293003348, 2.1781051639392 48.95976960776, 2.1851919110722 48.962799094371, 2.1834379853382 48.979341007302, 2.2012389887151 48.990469608781, 2.2042438424996 48.990023760747, 2.2041173037099 48.986330569949, 2.2287583236511 48.972876677285, 2.2257328909673 48.971025374495, 2.2097843514844 48.963456477366, 2.204055266752 48.957105634655, 2.205861118488 48.949738062716, 2.173144277672 48.953293003348))",5984.8
4802,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-val-d-oise-95-a-vendre-vaureal-appartement-t3/1262897330A1KIVHAP000,Appartement,3,62,False,237375,Vauréal,95490,Vauréal,95637,95637,Vauréal,"POLYGON ((2.0108364475218 49.020657522111, 2.0096940225915 49.026861937013, 2.0158320937275 49.039872297113, 2.0342738545631 49.038123715288, 2.0382287258997 49.033730303037, 2.0405984606661 49.025683950188, 2.0210728038188 49.021051668217, 2.0108364475218 49.020657522111))",3828.6
4803,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-91-massy-atlantis-a-vendre-appartement-t5-de-107-25-m/1262519914A1KIVHAP000,Appartement,5,107,False,542500,Massy,91300,Massy,91377,91377,Massy,"POLYGON ((2.2668375419208 48.718276948737, 2.2507554777302 48.726221895507, 2.2354559869132 48.727557716777, 2.2380217218083 48.735559546863, 2.2507677605926 48.737878075495, 2.2707262852493 48.738458593047, 2.274512055777 48.74071589805, 2.2802904545364 48.733011078618, 2.2983820323129 48.738637828397, 2.3038400608379 48.72948996497, 2.3017360140889 48.719677152597, 2.2939306457168 48.712124265139, 2.2668375419208 48.718276948737))",5070.1
4807,https://www.paruvendu.fr/immobilier/prestige/maison/dpt-yvelines-78-a-vendre-proche-de-montfort-l-amaury-mais/1261560691A1KIVHMN000,Maison,7,220,False,1285000,Montfort-l'Amaury,78490,Montfort-l'Amaury,78420,78420,Montfort-l'Amaury,"POLYGON ((1.8198159644448 48.764649256142, 1.7944280243807 48.759808233656, 1.7819738165806 48.766223041498, 1.7987160080454 48.77767853567, 1.8159455376563 48.783157492171, 1.8269159513747 48.781047589601, 1.834323755584 48.775767281427, 1.8252895995132 48.768043932369, 1.8198159644448 48.764649256142))",5840.9
4815,https://www.paruvendu.fr/immobilier/vente/appartement/a-vendre-a-montrouge-studio-atypique-en-souplex/1262897319A1KIVHAP000,Appartement,2,34,False,233000,Montrouge,92120,Montrouge,92049,92049,Montrouge,"POLYGON ((2.314145699673 48.822290535442, 2.3318980606376 48.817010929642, 2.3290632572873 48.813783346799, 2.3190467533966 48.80995107629, 2.3026851018086 48.811116810274, 2.3001505122596 48.811347534043, 2.314145699673 48.822290535442))",6852.9
4816,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-val-d-oise-95-a-vendre-cormeilles-en-parisis-appartem/1261964005A1KIVHAP000,Appartement,3,68,False,399000,Cormeilles-en-Parisis,95240,Cormeilles-en-Parisis,95176,95176,Cormeilles-en-Parisis,"POLYGON ((2.173144277672 48.953293003348, 2.1781051639392 48.95976960776, 2.1851919110722 48.962799094371, 2.1834379853382 48.979341007302, 2.2012389887151 48.990469608781, 2.2042438424996 48.990023760747, 2.2041173037099 48.986330569949, 2.2287583236511 48.972876677285, 2.2257328909673 48.971025374495, 2.2097843514844 48.963456477366, 2.204055266752 48.957105634655, 2.205861118488 48.949738062716, 2.173144277672 48.953293003348))",5867.6
4817,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-val-d-oise-95-a-vendre-cormeilles-en-parisis-appartem/1261963988A1KIVHAP000,Appartement,3,68,False,399000,Cormeilles-en-Parisis,95240,Cormeilles-en-Parisis,95176,95176,Cormeilles-en-Parisis,"POLYGON ((2.173144277672 48.953293003348, 2.1781051639392 48.95976960776, 2.1851919110722 48.962799094371, 2.1834379853382 48.979341007302, 2.2012389887151 48.990469608781, 2.2042438424996 48.990023760747, 2.2041173037099 48.986330569949, 2.2287583236511 48.972876677285, 2.2257328909673 48.971025374495, 2.2097843514844 48.963456477366, 2.204055266752 48.957105634655, 2.205861118488 48.949738062716, 2.173144277672 48.953293003348))",5867.6
4818,https://www.paruvendu.fr/immobilier/prestige/appartement/dpt-hauts-de-seine-92-a-vendre-chatenay-malabry-apparteme/1262897293A1KIVHAP000,Appartement,4,89,False,658000,Châtenay-Malabry,92290,Châtenay-Malabry,92019,92019,Châtenay-Malabry,"POLYGON ((2.2288438793787 48.774465449016, 2.2374555044661 48.776297097556, 2.2438118036027 48.773120247428, 2.2599163159658 48.77322739964, 2.2723861917258 48.777340616766, 2.2795781166078 48.782487507987, 2.2902548977764 48.766600144572, 2.2911566022188 48.762018402653, 2.2786189579814 48.760015845292, 2.2761433268947 48.756655860398, 2.2593929492592 48.761011671227, 2.2476645497167 48.761102963541, 2.2385923949602 48.766463677435, 2.2328536167843 48.765986233987, 2.2288438793787 48.774465449016))",7393.3
4819,https://www.paruvendu.fr/immobilier/vente/appartement/pantin-m-eglise-de-pantin-a-vendre-appartement-t3-de-53m2/1261089611A1KIVHAP000,Appartement,3,53,False,380000,Pantin,93500,Pantin,93055,93055,Pantin,"POLYGON ((2.4244192751534 48.891191761602, 2.41865359637 48.884787732084, 2.4113100833626 48.883237389698, 2.4081834207716 48.888506393249, 2.3986443942733 48.889410347347, 2.394906293421 48.898444039523, 2.3894416378177 48.901152013806, 2.4075419872793 48.917912396276, 2.4100624941394 48.916689200496, 2.4140867289901 48.90841830284, 2.4240178425063 48.895179192736, 2.4277281319084 48.895887652694, 2.4244192751534 48.891191761602))",7169.8
4824,https://www.paruvendu.fr/immobilier/vente/maison/dpt-val-d-oise-95-a-vendre-proche-de-grisy-les-platres-ma/1262801669A1KIVHMN000,Maison,6,100,False,304000,Grisy-les-Plâtres,95810,Grisy-les-Plâtres,95287,95287,Grisy-les-Plâtres,"POLYGON ((2.0300797439428 49.130900498831, 2.0357306658383 49.141049672428, 2.0413521487702 49.145947257397, 2.0585507064844 49.153244624041, 2.0673934089766 49.143361827741, 2.0674009306388 49.13982286623, 2.0580081094912 49.12685320481, 2.0501633650636 49.12174904536, 2.0501631141532 49.109429561414, 2.0439429851094 49.108201460735, 2.039229491283 49.111564571901, 2.0376245907692 49.121651190097, 2.0300797439428 49.130900498831))",3040.0
4827,https://www.paruvendu.fr/immobilier/vente/appartement/exclusivite-appartement-2-pieces-asnieres-metro-40-m2/1262897278A1KIVHAP000,Appartement,2,44,False,296000,Asnières-sur-Seine,92600,Asnières-sur-Seine,92004,92004,Asnières-sur-Seine,"POLYGON ((2.2730393470107 48.933837649862, 2.2843703357838 48.930235818272, 2.2859480936706 48.922680314727, 2.3008304863433 48.914709405165, 2.3177488401014 48.920817897531, 2.3220153126855 48.918671199655, 2.3198186224138 48.915937453257, 2.3137528853936 48.914015216252, 2.2873947275247 48.903641514692, 2.2842744091473 48.902285620694, 2.2759875959395 48.906675754828, 2.2663940990819 48.906292729204, 2.276868225636 48.916249772776, 2.2733089177318 48.926851735489, 2.2730393470107 48.933837649862))",6727.3
4828,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-a-vendre-2-pieces-38-75-m2/1262897276A1KIVHAP000,Appartement,2,41,False,262000,Asnières-sur-Seine,92600,Asnières-sur-Seine,92004,92004,Asnières-sur-Seine,"POLYGON ((2.2730393470107 48.933837649862, 2.2843703357838 48.930235818272, 2.2859480936706 48.922680314727, 2.3008304863433 48.914709405165, 2.3177488401014 48.920817897531, 2.3220153126855 48.918671199655, 2.3198186224138 48.915937453257, 2.3137528853936 48.914015216252, 2.2873947275247 48.903641514692, 2.2842744091473 48.902285620694, 2.2759875959395 48.906675754828, 2.2663940990819 48.906292729204, 2.276868225636 48.916249772776, 2.2733089177318 48.926851735489, 2.2730393470107 48.933837649862))",6390.2
4829,https://www.paruvendu.fr/immobilier/prestige/appartement/exclusivite-paris-18eme-3-pieces-a-cinq-minutes-a-pied-du/1262897275A1KIVHAP000,Appartement,3,59,False,620000,Paris,75018,Paris,75118,75118,Paris 18e  Arrondissement,"POLYGON ((2.3646776664012 48.884291351874, 2.3495508401232 48.883620167912, 2.3379555061118 48.882249883375, 2.3271206970663 48.883485416617, 2.3260974369951 48.889111262565, 2.3299805220467 48.901163282127, 2.3518739447639 48.901522076927, 2.365846786 48.901609465126, 2.3702905140491 48.901653595285, 2.3698082422377 48.893376450644, 2.3646776664012 48.884291351874))",10508.5
4830,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-a-vendre-2-pieces-boulogne-billancourt-au-calme/1262897273A1KIVHAP000,Appartement,2,47,False,400000,Boulogne-Billancourt,92100,Boulogne-Billancourt,92012,92012,Boulogne-Billancourt,"POLYGON ((2.2242191058804 48.853516917557, 2.2506124417162 48.845554851211, 2.2551442384175 48.834809549369, 2.2627915245265 48.833923373524, 2.25169395441 48.825751017648, 2.2361072489474 48.821548554448, 2.232638353852 48.822737823569, 2.2240496902355 48.835149697724, 2.2242191058804 48.853516917557))",8510.6
4831,https://www.paruvendu.fr/immobilier/prestige/duplex-triplex/duplex-88-m2-3-chambres-gentilly/1262897274A1KIVHDU000,Duplex/triplex,4,88,False,600000,Gentilly,94250,Gentilly,94037,94037,Gentilly,"POLYGON ((2.3290632572873 48.813783346799, 2.3318980606376 48.817010929642, 2.3439025047441 48.815767001297, 2.3564647458137 48.815954893718, 2.3448620289972 48.805407706013, 2.3411905327909 48.810955658092, 2.3290632572873 48.813783346799))",6818.2
4832,https://www.paruvendu.fr/immobilier/prestige/appartement/appartement-a-vendre-levallois-collange-3-pieces-75m2/1262897272A1KIVHAP000,Appartement,3,75,False,680000,Levallois-Perret,92300,Levallois-Perret,92044,92044,Levallois-Perret,"POLYGON ((2.2844595717547 48.885639278202, 2.2710639620218 48.898398213481, 2.2842744091473 48.902285620694, 2.2873947275247 48.903641514692, 2.3037743623516 48.894153778949, 2.2844595717547 48.885639278202))",9066.7
4833,https://www.paruvendu.fr/immobilier/prestige/appartement/appartement-issy-les-moulineaux-4-pieces-94-8-m2/1262897214A1KIVHAP000,Appartement,4,94,False,909000,Issy-les-Moulineaux,92130,Issy-les-Moulineaux,92040,92040,Issy-les-Moulineaux,"POLYGON ((2.2627915245265 48.833923373524, 2.2727931901868 48.827920084226, 2.2790519306533 48.832489952145, 2.2893937776751 48.828352646104, 2.2804640409911 48.825921287497, 2.2786541423079 48.818411302219, 2.2725609364554 48.814399077465, 2.2518651077193 48.816386741829, 2.2361072489474 48.821548554448, 2.25169395441 48.825751017648, 2.2627915245265 48.833923373524))",9670.2
4834,https://www.paruvendu.fr/immobilier/prestige/appartement/appartement-issy-les-moulineaux-5-pieces-108-8-m2/1262897215A1KIVHAP000,Appartement,5,108,False,1097000,Issy-les-Moulineaux,92130,Issy-les-Moulineaux,92040,92040,Issy-les-Moulineaux,"POLYGON ((2.2627915245265 48.833923373524, 2.2727931901868 48.827920084226, 2.2790519306533 48.832489952145, 2.2893937776751 48.828352646104, 2.2804640409911 48.825921287497, 2.2786541423079 48.818411302219, 2.2725609364554 48.814399077465, 2.2518651077193 48.816386741829, 2.2361072489474 48.821548554448, 2.25169395441 48.825751017648, 2.2627915245265 48.833923373524))",10157.4
4835,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-rueil-malmaison-3-piece-s-78-m2/1262897183A1KIVHAP000,Appartement,3,78,False,497280,Rueil-Malmaison,92500,Rueil-Malmaison,92063,92063,Rueil-Malmaison,"POLYGON ((2.1693486998328 48.895814931109, 2.1888907001829 48.885910447962, 2.2077596044291 48.874229260014, 2.211237554024 48.867935165388, 2.2035582947436 48.860628271362, 2.197861054676 48.85476232433, 2.1826126110062 48.851561694542, 2.159873072577 48.847719436355, 2.1543056853939 48.853048595931, 2.153758803524 48.864400185419, 2.1503913622101 48.870861640994, 2.15831848289 48.880606413153, 2.1693486998328 48.895814931109))",6375.4
4843,https://www.paruvendu.fr/immobilier/vente/maison/marines-centre-maison-de-ville-renovee/1262897159A1KIVHMN000,Maison,4,89,False,235000,Marines,95640,Marines,95370,95370,Marines,"POLYGON ((1.9609268290296 49.14482842943, 1.9601494961473 49.147979538386, 1.9779949652494 49.164127202204, 1.9915116434191 49.168397851715, 1.9892042178301 49.162341739671, 1.9958574877115 49.15889798225, 2.0001824570858 49.15309497758, 2.0042356959939 49.138703573036, 2.0002667051534 49.135734926907, 1.9937821688886 49.131718287258, 1.9820747042425 49.130821357231, 1.9609268290296 49.14482842943))",2640.4
4845,https://www.paruvendu.fr/immobilier/vente/maison/maison-a-renover-138-m2-sur-2-niveaux/1262897111A1KIVHMN000,Maison,3,138,False,350000,Vernouillet,78540,Vernouillet,78643,78643,Vernouillet,"POLYGON ((1.9933116816857 48.983420427758, 1.9961498644494 48.967063544128, 1.9751230026269 48.956477976666, 1.9694643811254 48.946116976841, 1.955728376788 48.956822336381, 1.9517198364392 48.963684200951, 1.9535838047459 48.969945281684, 1.9597336964228 48.968976272179, 1.9766328028223 48.974825032349, 1.9933116816857 48.983420427758))",2536.2
4846,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-3-pieces-57-m2-2-places-de-parking-privative/1262606866A1KIVHAP000,Appartement,3,57,False,186000,Fleury-Mérogis,91700,Fleury-Mérogis,91235,91235,Fleury-Mérogis,"POLYGON ((2.3499480028781 48.620184463931, 2.3553927825455 48.641226998347, 2.3624964391927 48.64795761408, 2.3657714904211 48.646213842917, 2.369430542717 48.644013260393, 2.3857159914608 48.64567607716, 2.3914202835808 48.643193907028, 2.3835281920235 48.629974473855, 2.3762363882916 48.627056230918, 2.3715179858717 48.617699690826, 2.3593844556496 48.618071315085, 2.3499480028781 48.620184463931))",3263.2
4849,https://www.paruvendu.fr/immobilier/prestige/appartement/t3/1262896896A1KIVHAP000,Appartement,3,56,False,840000,Paris,75006,Paris,75106,75106,Paris 6e  Arrondissement,"POLYGON ((2.3166281602877 48.846752387477, 2.3282850183008 48.851787363918, 2.3328469000671 48.859300907461, 2.3445592260856 48.85398930556, 2.3365927071777 48.839690537143, 2.3246635446251 48.843518038723, 2.3166281602877 48.846752387477))",15000.0
4850,https://www.paruvendu.fr/immobilier/vente/appartement/t2/1262896893A1KIVHAP000,Appartement,2,52,False,374500,Montreuil,93100,Montreuil,93048,93048,Montreuil,"POLYGON ((2.4516631892777 48.878487224695, 2.4647569847741 48.878069840969, 2.4815382130314 48.861405371284, 2.4626327306654 48.857185911471, 2.4471088963187 48.851151636291, 2.4189687408184 48.849332011252, 2.4163411302989 48.849233783552, 2.4153151254188 48.855173471685, 2.4228006135851 48.860662535343, 2.4353586024247 48.874583894915, 2.4464052481644 48.873001410403, 2.4516631892777 48.878487224695))",7201.9
4851,https://www.paruvendu.fr/immobilier/vente/appartement/t5/1262896889A1KIVHAP000,Appartement,5,87,False,279000,Rosny-sous-Bois,93110,Rosny-sous-Bois,93064,93064,Rosny-sous-Bois,"POLYGON ((2.4815382130314 48.861405371284, 2.4647569847741 48.878069840969, 2.4766396101571 48.888661496089, 2.4868020094812 48.887030959256, 2.5008082478637 48.877117633146, 2.5091354998104 48.877914691988, 2.4963948644935 48.859903967668, 2.4815382130314 48.861405371284))",3206.9
4852,https://www.paruvendu.fr/immobilier/prestige/appartement/appartement-bourgeois/1262896880A1KIVHAP000,Appartement,5,153,False,1690000,Paris,75116,Paris,75116,75116,Paris 16e  Arrondissement,"POLYGON ((2.225670292257 48.859404562396, 2.2317363597469 48.86906858161, 2.2457037884056 48.876459232476, 2.2548171406686 48.874080881369, 2.2584671711142 48.880387263086, 2.2799493325675 48.878573123982, 2.2951453922338 48.873861979677, 2.3015562721716 48.863475234966, 2.2897782765961 48.858123113769, 2.2724846953815 48.843681568601, 2.2627915245265 48.833923373524, 2.2551442384175 48.834809549369, 2.2506124417162 48.845554851211, 2.2242191058804 48.853516917557, 2.225670292257 48.859404562396))",11045.8
4853,https://www.paruvendu.fr/immobilier/vente/appartement/t1/1262896876A1KIVHAP000,Appartement,1,34,False,165000,Meudon,92190,Meudon,92048,92048,Meudon,"POLYGON ((2.2055079612116 48.809200070282, 2.2203156949819 48.815545696912, 2.2253321048442 48.823021690884, 2.232638353852 48.822737823569, 2.2361072489474 48.821548554448, 2.2518651077193 48.816386741829, 2.2521179650907 48.809106809788, 2.2410673431056 48.801927382124, 2.2367830737694 48.796128595014, 2.2352046131447 48.786143087334, 2.2266318840334 48.781582704918, 2.223319655228 48.785943206962, 2.2115088216259 48.788138691837, 2.2026391702069 48.798400652391, 2.2055079612116 48.809200070282))",4852.9
4854,https://www.paruvendu.fr/immobilier/vente/appartement/t2/1262896874A1KIVHAP000,Appartement,2,46,False,330000,Asnières-sur-Seine,92600,Asnières-sur-Seine,92004,92004,Asnières-sur-Seine,"POLYGON ((2.2730393470107 48.933837649862, 2.2843703357838 48.930235818272, 2.2859480936706 48.922680314727, 2.3008304863433 48.914709405165, 2.3177488401014 48.920817897531, 2.3220153126855 48.918671199655, 2.3198186224138 48.915937453257, 2.3137528853936 48.914015216252, 2.2873947275247 48.903641514692, 2.2842744091473 48.902285620694, 2.2759875959395 48.906675754828, 2.2663940990819 48.906292729204, 2.276868225636 48.916249772776, 2.2733089177318 48.926851735489, 2.2730393470107 48.933837649862))",7173.9
4855,https://www.paruvendu.fr/immobilier/vente/appartement/t2/1262681106A1KIVHAP000,Appartement,2,51,False,285000,Saint-Germain-en-Laye,78100,Saint-Germain-en-Laye,78551,78551,Saint-Germain-en-Laye,"POLYGON ((2.0750769016078 48.887401165455, 2.0544568876206 48.897665439139, 2.0542238714428 48.902833061733, 2.0398837044029 48.916871939381, 2.0423352686431 48.920387281311, 2.0558670000466 48.926715344243, 2.0614047259273 48.936892416683, 2.0701545928726 48.946303586182, 2.0764657692794 48.953111556406, 2.0737463517728 48.964572820744, 2.0894753132182 48.974770691776, 2.0845915254206 48.985168754879, 2.1100029456335 48.981731394894, 2.121108315254 48.987197205428, 2.1423593625488 48.986065949181, 2.1597328300074 48.980475845502, 2.1693908558895 48.97473022277, 2.1729051899327 48.963860664464, 2.1565130867136 48.964792352061, 2.1448341722464 48.963045959849, 2.1331313647468 48.95122886581, 2.1278534961118 48.9431931014, 2.1226044545152 48.942285166571, 2.1178120678412 48.927825016995, 2.1123073918023 48.923282363461, 2.1041250710018 48.907398639878, 2.1002519843288 48.889946599475, 2.0918207538871 48.88587632242, 2.0750769016078 48.887401165455))",5588.2
4856,https://www.paruvendu.fr/immobilier/prestige/loft/loft/1262584638A1KIVHLF000,Loft,3,83,False,940000,Paris,75011,Paris,75111,75111,Paris 11e  Arrondissement,"POLYGON ((2.3770153520998 48.87192112928, 2.3943004420294 48.856491711482, 2.3991184448726 48.848094484736, 2.3690196371168 48.853221440745, 2.3684085721728 48.855737300049, 2.3638513390126 48.867431638281, 2.3770153520998 48.87192112928))",11325.3
