,lien,type de bien,nb de pièces,taille,carrez,prix,nom_ville,code_postal,nom_x,code_insee,code,nom_y,geometry,prix/m²
4113,https://www.paruvendu.fr/immobilier/vente/appartement/5-minutes-de-la-gare/1262899065A1KIVHAP000,Appartement,2,28,False,182000,Villemomble,93250,Villemomble,93077,93077,Villemomble,"POLYGON ((2.5298465989693 48.874288123106, 2.5204326157065 48.874572736386, 2.5091354998104 48.877914691988, 2.5008082478637 48.877117633146, 2.4868020094812 48.887030959256, 2.4946458011434 48.889447502295, 2.4998440551094 48.895741113095, 2.5076358962972 48.898516282798, 2.5125115662804 48.888972989404, 2.5181957754075 48.891176823628, 2.5268019767574 48.881364565051, 2.5298465989693 48.874288123106))",6500.0
4114,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-massy-5-piece-s-89-m2/1262899052A1KIVHAP000,Appartement,5,89,False,279000,Massy,91300,Massy,91377,91377,Massy,"POLYGON ((2.2668375419208 48.718276948737, 2.2507554777302 48.726221895507, 2.2354559869132 48.727557716777, 2.2380217218083 48.735559546863, 2.2507677605926 48.737878075495, 2.2707262852493 48.738458593047, 2.274512055777 48.74071589805, 2.2802904545364 48.733011078618, 2.2983820323129 48.738637828397, 2.3038400608379 48.72948996497, 2.3017360140889 48.719677152597, 2.2939306457168 48.712124265139, 2.2668375419208 48.718276948737))",3134.8
4115,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-palaiseau-2-piece-s-43-m2/1262899049A1KIVHAP000,Appartement,2,43,False,200000,Palaiseau,91120,Palaiseau,91477,91477,Palaiseau,"POLYGON ((2.2034622767258 48.721045886051, 2.2128995246405 48.728794473189, 2.2244540698749 48.725920761193, 2.2354559869132 48.727557716777, 2.2507554777302 48.726221895507, 2.2668375419208 48.718276948737, 2.259344785911 48.706488940035, 2.2269115408478 48.701706600574, 2.2097054969643 48.701583057456, 2.1934544022282 48.710203804834, 2.1934850570769 48.718696902911, 2.2034622767258 48.721045886051))",4651.2
4116,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-romainville-3-piece-s-56-61-m2/1262791100A1KIVHAP000,Appartement,3,57,False,345000,Romainville,93230,Romainville,93063,93063,Romainville,"POLYGON ((2.4244192751534 48.891191761602, 2.4277281319084 48.895887652694, 2.4412792237498 48.898278157245, 2.4390205625977 48.893201776063, 2.4504815365612 48.885547779473, 2.4516631892777 48.878487224695, 2.4464052481644 48.873001410403, 2.4353586024247 48.874583894915, 2.4297118450983 48.87828214407, 2.4244192751534 48.891191761602))",6052.6
4117,https://www.paruvendu.fr/immobilier/prestige/maison/montreuil/1262898984A1KIVHMN000,Maison,4,96,False,755000,Montreuil,93100,Montreuil,93048,93048,Montreuil,"POLYGON ((2.4516631892777 48.878487224695, 2.4647569847741 48.878069840969, 2.4815382130314 48.861405371284, 2.4626327306654 48.857185911471, 2.4471088963187 48.851151636291, 2.4189687408184 48.849332011252, 2.4163411302989 48.849233783552, 2.4153151254188 48.855173471685, 2.4228006135851 48.860662535343, 2.4353586024247 48.874583894915, 2.4464052481644 48.873001410403, 2.4516631892777 48.878487224695))",7864.6
4118,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-montreuil-3-piece-s-60-80-m2/1262898982A1KIVHAP000,Appartement,3,61,False,380000,Montreuil,93100,Montreuil,93048,93048,Montreuil,"POLYGON ((2.4516631892777 48.878487224695, 2.4647569847741 48.878069840969, 2.4815382130314 48.861405371284, 2.4626327306654 48.857185911471, 2.4471088963187 48.851151636291, 2.4189687408184 48.849332011252, 2.4163411302989 48.849233783552, 2.4153151254188 48.855173471685, 2.4228006135851 48.860662535343, 2.4353586024247 48.874583894915, 2.4464052481644 48.873001410403, 2.4516631892777 48.878487224695))",6229.5
4119,https://www.paruvendu.fr/immobilier/vente/appartement/2-pieces-a-renover-44-7m2-jourdain-pyrenees/1262898981A1KIVHAP000,Appartement,2,45,False,390000,Paris,75020,Paris,75120,75120,Paris 20e  Arrondissement,"POLYGON ((2.4132704497803 48.873116980044, 2.4153151254188 48.855173471685, 2.4163411302989 48.849233783552, 2.4159711107696 48.846622956277, 2.3991184448726 48.848094484736, 2.3943004420294 48.856491711482, 2.3770153520998 48.87192112928, 2.4106903466383 48.878475106516, 2.4132704497803 48.873116980044))",8666.7
4120,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-thiais-5-piece-s-93-53-m2-centre-ville/1262898918A1KIVHAP000,Appartement,5,94,False,348000,Thiais,94320,Thiais,94073,94073,Thiais,"POLYGON ((2.3693515629708 48.746067457624, 2.3686208217523 48.757461210608, 2.3678256238607 48.771903535588, 2.3751022594717 48.771375189199, 2.3987277076702 48.774717240567, 2.4031776663113 48.768037116966, 2.402477641959 48.761677417848, 2.4061000494258 48.751075062428, 2.3911515456815 48.752144753855, 2.3693515629708 48.746067457624))",3702.1
4121,https://www.paruvendu.fr/immobilier/prestige/maison/maison-l-hay-les-roses-138-87-m2/1262898915A1KIVHMN000,Maison,7,158,False,645000,L'Haÿ-les-Roses,94240,L'Haÿ-les-Roses,94038,94038,Haÿ-les-Roses,"POLYGON ((2.3258147798433 48.781908297526, 2.3385884358131 48.782701918305, 2.3441979171083 48.790760952199, 2.3454107267413 48.785338783026, 2.3548649775385 48.778712977243, 2.3672764992453 48.779373862747, 2.3548760834227 48.774732227727, 2.3337748261444 48.770742613871, 2.332679146742 48.764595231499, 2.3158780366085 48.766766737767, 2.3199219497403 48.770716717176, 2.3258147798433 48.781908297526))",4082.3
4122,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-ballancourt-sur-essonne-1-piece-de-25-92-m2/1262477352A1KIVHAP000,Appartement,1,26,False,89000,Ballancourt-sur-Essonne,91610,Ballancourt-sur-Essonne,91045,91045,Ballancourt-sur-Essonne,"POLYGON ((2.3744480354303 48.54540659955, 2.4045682228419 48.531494340765, 2.4028715735673 48.52740526205, 2.4133568736193 48.524881919105, 2.4123180166368 48.508332156721, 2.4062265878591 48.503936055113, 2.379002054332 48.509226066576, 2.3663735847304 48.510285718929, 2.362795484548 48.525084036404, 2.3722389987902 48.536861441632, 2.3744480354303 48.54540659955))",3423.1
4123,https://www.paruvendu.fr/immobilier/vente/maison/maison-bois-d-arcy-5-pieces-85-m2/1262898896A1KIVHMN000,Maison,5,90,False,454500,Bois-d'Arcy,78390,Bois-d'Arcy,78073,78073,Bois-d'Arcy,"POLYGON ((1.9943936680618 48.799118999809, 1.9951958985037 48.807796313341, 2.0003944553656 48.813931734232, 2.0108845902101 48.814456102779, 2.0247945770725 48.811853212013, 2.0484530099715 48.803218694632, 2.0501267498904 48.798414656171, 2.0307712278081 48.796705935186, 1.9943936680618 48.799118999809))",5050.0
4124,https://www.paruvendu.fr/immobilier/vente/maison/maison-saint-leu-la-foret-4-piece-s-100-m2/1262647432A1KIVHMN000,Maison,4,110,False,429000,Saint-Leu-la-Forêt,95320,Saint-Leu-la-Forêt,95563,95563,Saint-Leu-la-Forêt,"POLYGON ((2.2531469375701 49.04141520843, 2.2582743730786 49.040010050229, 2.2557791873416 49.024963353895, 2.2584892333585 49.017116411538, 2.2523326033946 49.001848797389, 2.250354016497 49.000679131022, 2.245959911748 49.005204456198, 2.2239424664173 49.011809293435, 2.2312448930605 49.014871411618, 2.2403261172632 49.023873834057, 2.2427074169043 49.029446958642, 2.2530138086999 49.035933701995, 2.2531469375701 49.04141520843))",3900.0
4125,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-clamart-2-piece-s-38-m2/1262165099A1KIVHAP000,Appartement,2,38,False,199000,Clamart,92140,Clamart,92023,92023,Clamart,"POLYGON ((2.2288438793787 48.774465449016, 2.2265538842831 48.776101996393, 2.2266318840334 48.781582704918, 2.2352046131447 48.786143087334, 2.2367830737694 48.796128595014, 2.2410673431056 48.801927382124, 2.2521179650907 48.809106809788, 2.2518651077193 48.816386741829, 2.2725609364554 48.814399077465, 2.2781833296731 48.814248778193, 2.279911190584 48.810917949841, 2.27468571206 48.803802699513, 2.2721929313396 48.794125236405, 2.2717219005527 48.790518428571, 2.250617048338 48.78458401047, 2.2374555044661 48.776297097556, 2.2288438793787 48.774465449016))",5236.8
4126,https://www.paruvendu.fr/immobilier/prestige/maison/charmante-maison-3-pieces-91m2/1262898827A1KIVHMN000,Maison,3,91,False,710000,Le Plessis-Robinson,92350,Le Plessis-Robinson,92060,92060,Plessis-Robinson,"POLYGON ((2.2374555044661 48.776297097556, 2.250617048338 48.78458401047, 2.2717219005527 48.790518428571, 2.2819845942728 48.783163964499, 2.2795781166078 48.782487507987, 2.2723861917258 48.777340616766, 2.2599163159658 48.77322739964, 2.2438118036027 48.773120247428, 2.2374555044661 48.776297097556))",7802.2
4127,https://www.paruvendu.fr/immobilier/prestige/appartement/blomet-volontaires-appartement-3-pieces-de-68m2-a-renove/1262898807A1KIVHAP000,Appartement,3,68,False,787500,Paris,75015,Paris,75115,75115,Paris 15e  Arrondissement,"POLYGON ((2.2897782765961 48.858123113769, 2.3021915203793 48.850344748998, 2.3166281602877 48.846752387477, 2.3246635446251 48.843518038723, 2.3013154184885 48.825125760842, 2.2893937776751 48.828352646104, 2.2790519306533 48.832489952145, 2.2727931901868 48.827920084226, 2.2627915245265 48.833923373524, 2.2724846953815 48.843681568601, 2.2897782765961 48.858123113769))",11580.9
4128,https://www.paruvendu.fr/immobilier/vente/maison/maison-vaires-sur-marne-4-piece-s-80-m2/1261454274A1KIVHMN000,Maison,4,80,False,260000,Vaires-sur-Marne,77360,Vaires-sur-Marne,77479,77479,Vaires-sur-Marne,"POLYGON ((2.6608499853619 48.874040288642, 2.6384675416036 48.858361643127, 2.6293357765051 48.857215839419, 2.6172090779476 48.858997906793, 2.6057964632344 48.864650004829, 2.6126064398467 48.865034669316, 2.6256843043492 48.874130643609, 2.6326808636591 48.882471861505, 2.6518418933683 48.882871750736, 2.6608499853619 48.874040288642))",3250.0
4132,https://www.paruvendu.fr/immobilier/vente/maison/maison-5-chambres/1261043422A1KIVHMN000,Maison,6,125,False,299000,Montcourt-Fromonville,77140,Montcourt-Fromonville,77302,77302,Montcourt-Fromonville,"POLYGON ((2.7191578924184 48.313575306081, 2.7196330580092 48.310464281777, 2.7418891805414 48.295276166394, 2.7385792839173 48.294118138107, 2.725931259187 48.289305610141, 2.7186018630197 48.281821440169, 2.7012056747218 48.288935343672, 2.6919131346122 48.289511639909, 2.6926682257824 48.291577608776, 2.6938658698811 48.2991717987, 2.690854954674 48.308325944495, 2.6968161248901 48.31467274145, 2.7067673438535 48.311170885437, 2.7191578924184 48.313575306081))",2392.0
4136,https://www.paruvendu.fr/immobilier/vente/maison/maison-nemours-5-piece-s-125-m2/1262898695A1KIVHMN000,Maison,5,125,False,462000,Nemours,77140,Nemours,77333,77333,Nemours,"POLYGON ((2.6918931702829 48.287161461386, 2.7145205394651 48.273515984353, 2.7276621748766 48.256995068459, 2.7381433501069 48.248621254327, 2.7184192401124 48.240056906536, 2.7088906972175 48.239839473576, 2.707060860505 48.242385806181, 2.6987117641245 48.251628837505, 2.689304717675 48.265662364308, 2.6918931702829 48.287161461386))",3696.0
4139,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-aubervilliers-3-piece-s-57-m2/1262607719A1KIVHAP000,Appartement,3,57,False,284000,Aubervilliers,93300,Aubervilliers,93001,93001,Aubervilliers,"POLYGON ((2.365846786 48.901609465126, 2.3670748512368 48.920876378532, 2.374736219567 48.923679239377, 2.3995016552246 48.922096355769, 2.4075419872793 48.917912396276, 2.3894416378177 48.901152013806, 2.3702905140491 48.901653595285, 2.365846786 48.901609465126))",4982.5
4140,https://www.paruvendu.fr/immobilier/vente/maison/maison-le-perreux-sur-marne-4-piece-s-66-m2/1262898576A1KIVHMN000,Maison,4,66,False,595000,Le Perreux-sur-Marne,94170,Le Perreux-sur-Marne,94058,94058,Perreux-sur-Marne,"POLYGON ((2.4975981658336 48.830809715633, 2.4915219508926 48.847633426689, 2.4997189389764 48.85567483344, 2.5063240867187 48.855756226485, 2.5136731962666 48.850163641187, 2.5111931978699 48.845494027483, 2.5165210469115 48.831833831741, 2.504674437316 48.829721326984, 2.4975981658336 48.830809715633))",9015.2
4141,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-vincennes-4-pieces-70-m2/1262898577A1KIVHAP000,Appartement,4,70,False,500000,Vincennes,94300,Vincennes,94080,94080,Vincennes,"POLYGON ((2.4189687408184 48.849332011252, 2.4471088963187 48.851151636291, 2.4478479965512 48.844804739969, 2.4275751567613 48.841570705794, 2.4189687408184 48.849332011252))",7142.9
4142,https://www.paruvendu.fr/immobilier/prestige/appartement/appartement-nogent-sur-marne-4-pieces-86-m2/1262036751A1KIVHAP000,Appartement,4,86,False,600000,Nogent-sur-Marne,94130,Nogent-sur-Marne,94052,94052,Nogent-sur-Marne,"POLYGON ((2.4758029547537 48.830611849549, 2.465730572119 48.826226047985, 2.4672474618601 48.839072987582, 2.4797816041001 48.841986299027, 2.4915219508926 48.847633426689, 2.4975981658336 48.830809715633, 2.4758029547537 48.830611849549))",6976.7
4143,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-le-perreux-sur-marne-3-pieces/1262659328A1KIVHAP000,Appartement,3,64,False,385000,Le Perreux-sur-Marne,94170,Le Perreux-sur-Marne,94058,94058,Perreux-sur-Marne,"POLYGON ((2.4975981658336 48.830809715633, 2.4915219508926 48.847633426689, 2.4997189389764 48.85567483344, 2.5063240867187 48.855756226485, 2.5136731962666 48.850163641187, 2.5111931978699 48.845494027483, 2.5165210469115 48.831833831741, 2.504674437316 48.829721326984, 2.4975981658336 48.830809715633))",6015.6
4144,https://www.paruvendu.fr/immobilier/vente/appartement/antony-appartement-4-pieces-72-05-m2-3-chambres/1262898523A1KIVHAP000,Appartement,4,72,False,376000,Antony,92160,Antony,92002,92002,Antony,"POLYGON ((2.2902548977764 48.766600144572, 2.3054409625983 48.769014432104, 2.3124381271337 48.772163320624, 2.3199219497403 48.770716717176, 2.3158780366085 48.766766737767, 2.3102224901101 48.75695290327, 2.3207207141635 48.74875804931, 2.3162448752028 48.741982183131, 2.3132939902039 48.730280485815, 2.3038400608379 48.72948996497, 2.2983820323129 48.738637828397, 2.2802904545364 48.733011078618, 2.274512055777 48.74071589805, 2.2853936451259 48.747508493238, 2.2761433268947 48.756655860398, 2.2786189579814 48.760015845292, 2.2911566022188 48.762018402653, 2.2902548977764 48.766600144572))",5222.2
4145,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-le-bourget-3-piece-s-44-59m2/1262898494A1KIVHAP000,Appartement,3,45,False,170000,Le Bourget,93350,Le Bourget,93013,93013,Bourget,"POLYGON ((2.4422437738446 48.937217554914, 2.4444176188614 48.932677300361, 2.4220286669438 48.929630759749, 2.4123496954794 48.932612478676, 2.4175439144028 48.939618946515, 2.4303248412831 48.946268448426, 2.4350287381524 48.945087485418, 2.430719615247 48.938889985484, 2.4422437738446 48.937217554914))",3777.8
4146,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-maisons-alfort-3-pieces-62-95-m2-avec-parking/1262898466A1KIVHAP000,Appartement,3,63,False,455000,Maisons-Alfort,94700,Maisons-Alfort,94046,94046,Maisons-Alfort,"POLYGON ((2.4606281523871 48.809364181331, 2.4640148072284 48.807362102845, 2.44703948294 48.802469483114, 2.4360048242656 48.787076074667, 2.4327446428573 48.78673146244, 2.4241337485843 48.807504016569, 2.4159099816835 48.816332019259, 2.4195846402946 48.816913823457, 2.4457279325966 48.816218541905, 2.4546492787037 48.813504777522, 2.4606281523871 48.809364181331))",7222.2
4147,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-creteil-4-pieces-3-chambres-balcon-parking/1262898463A1KIVHAP000,Appartement,4,88,False,256000,Créteil,94000,Créteil,94028,94028,Créteil,"POLYGON ((2.4683291190088 48.76228192214, 2.4655225025722 48.766268194939, 2.4409354929105 48.771889405975, 2.4355661108569 48.767236675363, 2.4280327809822 48.776030370727, 2.4327446428573 48.78673146244, 2.4360048242656 48.787076074667, 2.44703948294 48.802469483114, 2.4640148072284 48.807362102845, 2.4685998938964 48.803706797191, 2.4748599645797 48.787639885818, 2.473655679273 48.774792038698, 2.4771966936363 48.762811248337, 2.4735407111723 48.761772553403, 2.4683291190088 48.76228192214))",2909.1
4148,https://www.paruvendu.fr/immobilier/vente/maison/maison-champigny-sur-marne-4-piece-s-100-m2/1262898462A1KIVHMN000,Maison,4,100,False,395000,Champigny-sur-Marne,94500,Champigny-sur-Marne,94017,94017,Champigny-sur-Marne,"POLYGON ((2.5574049869517 48.818705862542, 2.558515051231 48.80759465395, 2.5300631185962 48.806013014965, 2.5222790893656 48.804061987635, 2.5165209816937 48.808926956463, 2.4980122450888 48.810442567348, 2.4801799535129 48.813521373195, 2.4823047478996 48.818830596022, 2.4758029547537 48.830611849549, 2.4975981658336 48.830809715633, 2.504674437316 48.829721326984, 2.5210221573331 48.829292367994, 2.5250374182062 48.827253343789, 2.5332047003302 48.818899835141, 2.5574049869517 48.818705862542))",3950.0
4149,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-charenton-le-pont-1-piece-s-19-16-m2/1262898461A1KIVHAP000,Appartement,1,19,False,133000,Charenton-le-Pont,94220,Charenton-le-Pont,94018,94018,Charenton-le-Pont,"POLYGON ((2.3900720145113 48.82569232682, 2.406031823401 48.827615470779, 2.4199625195411 48.824080072246, 2.4195846402946 48.816913823457, 2.4159099816835 48.816332019259, 2.4093609378413 48.816675787287, 2.3900720145113 48.82569232682))",7000.0
4150,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-charenton-le-pont-2-piece-s-29-60-m2/1262898460A1KIVHAP000,Appartement,2,30,False,195000,Charenton-le-Pont,94220,Charenton-le-Pont,94018,94018,Charenton-le-Pont,"POLYGON ((2.3900720145113 48.82569232682, 2.406031823401 48.827615470779, 2.4199625195411 48.824080072246, 2.4195846402946 48.816913823457, 2.4159099816835 48.816332019259, 2.4093609378413 48.816675787287, 2.3900720145113 48.82569232682))",6500.0
4151,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-nogent-sur-marne-3-piece-s-56-30-m2/1262318469A1KIVHAP000,Appartement,3,56,False,426000,Nogent-sur-Marne,94130,Nogent-sur-Marne,94052,94052,Nogent-sur-Marne,"POLYGON ((2.4758029547537 48.830611849549, 2.465730572119 48.826226047985, 2.4672474618601 48.839072987582, 2.4797816041001 48.841986299027, 2.4915219508926 48.847633426689, 2.4975981658336 48.830809715633, 2.4758029547537 48.830611849549))",7607.1
4152,https://www.paruvendu.fr/immobilier/vente/appartement/3-pieces/1262898359A1KIVHAP000,Appartement,3,58,False,158000,Limeil-Brévannes,94450,Limeil-Brévannes,94044,94044,Limeil-Brévannes,"POLYGON ((2.4735407111723 48.761772553403, 2.4870476316521 48.757846909854, 2.4931665951591 48.7592302559, 2.5016755393004 48.748987487627, 2.5118263324104 48.744586258471, 2.5169677715921 48.738483856957, 2.5100603137322 48.734664596594, 2.5035392718422 48.735213292289, 2.4845525554027 48.729072399771, 2.4744117039726 48.741337871074, 2.4683291190088 48.76228192214, 2.4735407111723 48.761772553403))",2724.1
