,id_local,code_insee,nom_ville,departement,code_postal,geometry
79,156.0,77445,Savigny-le-Temple,77,77176,"POLYGON ((2.5603588135487 48.566226650568, 2.5638047002811 48.573973708331, 2.5736396833278 48.57958386364, 2.5757010476053 48.589039140524, 2.5562709480815 48.592492689408, 2.5414489820844 48.59688742971, 2.5425126002136 48.608796832795, 2.5667940024595 48.609516417862, 2.582206861624 48.605869943999, 2.5864829274378 48.602509840438, 2.5963964675771 48.593832787934, 2.59655062712 48.580684727477, 2.5872326085625 48.563835648258, 2.5797671597973 48.560180686847, 2.5666370009552 48.563745314205, 2.5603588135487 48.566226650568))"
81,559.0,95607,Taverny,95,95150,"POLYGON ((2.1831631662758 49.02542559071, 2.1924401762383 49.030835135392, 2.2168611163494 49.031131768166, 2.2254620564608 49.035588318406, 2.2284581786176 49.040676463029, 2.2238685212463 49.04530029566, 2.2313055167243 49.051786411276, 2.2348654014963 49.049363311486, 2.2393970180134 49.045763806593, 2.2531469375701 49.04141520843, 2.2530138086999 49.035933701995, 2.2427074169043 49.029446958642, 2.2403261172632 49.023873834057, 2.2312448930605 49.014871411618, 2.2239424664173 49.011809293435, 2.2171323169081 49.00289676827, 2.2149448592629 49.003478677702, 2.2024195337419 49.00899207769, 2.2053977075355 49.019563456034, 2.1831631662758 49.02542559071))"
82,455.0,94019,Chennevières-sur-Marne,94,94430,"POLYGON ((2.5178826447521 48.785506167916, 2.5168692810045 48.786468024381, 2.5234738320133 48.795791535959, 2.5222790893656 48.804061987635, 2.5300631185962 48.806013014965, 2.558515051231 48.80759465395, 2.5716754236818 48.798941059573, 2.5554554933098 48.792096880109, 2.5513847369686 48.795819515027, 2.5316269187441 48.789711525218, 2.5222851537035 48.781992822527, 2.5178826447521 48.785506167916))"
83,457.0,94022,Choisy-le-Roi,94,94600,"POLYGON ((2.4147835524145 48.77727124747, 2.4280327809822 48.776030370727, 2.4355661108569 48.767236675363, 2.4425519660272 48.761956627727, 2.4340199260365 48.763523762271, 2.4265883680559 48.760602077001, 2.4275220616302 48.751008794898, 2.4132707380404 48.752417382048, 2.4061000494258 48.751075062428, 2.402477641959 48.761677417848, 2.4031776663113 48.768037116966, 2.3987277076702 48.774717240567, 2.4147835524145 48.77727124747))"
84,303.0,91103,Brétigny-sur-Orge,91,91220,"POLYGON ((2.3132790476817 48.575758351633, 2.2904298680085 48.581063100592, 2.2903348574827 48.590779646413, 2.2844708810936 48.596973098667, 2.2681154782718 48.606178682946, 2.2825441573042 48.617733035696, 2.2902173692121 48.61886386319, 2.2927129692086 48.626155079726, 2.3039012680499 48.625619202011, 2.3289333664074 48.619511094709, 2.3214776024897 48.615456003856, 2.3208343962935 48.608669777577, 2.3299606486532 48.597657025843, 2.3265914268932 48.592944133581, 2.3132790476817 48.575758351633))"
85,510.0,95205,Écouen,95,95440,"POLYGON ((2.3638671644524 49.021851139374, 2.3714328881912 49.031512507529, 2.3829018278351 49.042019771582, 2.3995744622158 49.039721413554, 2.4007672844595 49.034020172766, 2.4095452647737 49.024205700344, 2.3949929308574 49.015396516787, 2.3795841756893 49.013471777455, 2.3636526246867 49.009567588877, 2.3634532323101 49.020037930159, 2.3638671644524 49.021851139374))"
88,426.0,93032,Gagny,93,93220,"POLYGON ((2.5676272327109 48.865878881164, 2.5578993783152 48.867534976985, 2.5478244918649 48.872505678682, 2.5387902148983 48.870296644503, 2.5298465989693 48.874288123106, 2.5268019767574 48.881364565051, 2.5181957754075 48.891176823628, 2.532105690202 48.895233898225, 2.5384800964965 48.899758745432, 2.5465831943942 48.898893992779, 2.5495327882787 48.887160189031, 2.5594064582352 48.885336254164, 2.5702348571309 48.876463404921, 2.5676272327109 48.865878881164))"
89,535.0,95428,Montmorency,95,95160,"POLYGON ((2.3351570198407 48.980966648117, 2.3254500070462 48.983086844133, 2.3168499657362 48.979617427441, 2.3108464872473 48.971932212686, 2.3070214529553 48.977593483281, 2.3162273056097 48.999427831861, 2.3106265308767 49.002010765849, 2.3128734588022 49.014825071309, 2.3218536459812 49.010653381333, 2.3223083339813 49.01006425851, 2.3235333647927 49.004483361981, 2.3318969119613 48.999912653432, 2.3374782845728 48.992747904911, 2.3351570198407 48.980966648117))"
92,204.0,78124,Carrières-sur-Seine,78,78420,"POLYGON ((2.1991897981313 48.91896898705, 2.2037015884478 48.914390956152, 2.2005910092695 48.908679329899, 2.1742824947702 48.89906687854, 2.1613573653041 48.907991084987, 2.1608388351335 48.920266831869, 2.1679090687257 48.92657628154, 2.1781833809498 48.916111692562, 2.1991897981313 48.91896898705))"
93,544.0,95500,Pontoise,95,95300,"POLYGON ((2.1203825874254 49.064698782842, 2.1270053033237 49.063997146022, 2.1051671240843 49.049532754931, 2.0957966553459 49.03607044241, 2.0906610442773 49.023964820269, 2.0857187418349 49.028582650202, 2.0805850257845 49.041565240863, 2.072217775606 49.047163323341, 2.0929689356549 49.067579252167, 2.0904175638331 49.072210636777, 2.0961073920293 49.071952333728, 2.1048334666198 49.061659737908, 2.111033347328 49.059671762109, 2.1203825874254 49.064698782842))"
94,427.0,93039,L'Île-Saint-Denis,93,93450,"POLYGON ((2.3116681011903 48.947948907669, 2.2909694895753 48.950965864655, 2.2922772578552 48.951389058719, 2.3034826623551 48.951741551311, 2.3331130103042 48.945631277018, 2.3383653744183 48.942611820677, 2.3417073254845 48.933984494238, 2.3328418223185 48.922921815838, 2.3198186224138 48.915937453257, 2.3220153126855 48.918671199655, 2.3284496727786 48.922759687341, 2.3363529889891 48.932347933816, 2.3355682105858 48.940679976956, 2.3269728001661 48.945361349484, 2.3116681011903 48.947948907669))"
95,381.0,92004,Asnières-sur-Seine,92,92600,"POLYGON ((2.2730393470107 48.933837649862, 2.2843703357838 48.930235818272, 2.2859480936706 48.922680314727, 2.3008304863433 48.914709405165, 2.3177488401014 48.920817897531, 2.3220153126855 48.918671199655, 2.3198186224138 48.915937453257, 2.3137528853936 48.914015216252, 2.2873947275247 48.903641514692, 2.2842744091473 48.902285620694, 2.2759875959395 48.906675754828, 2.2663940990819 48.906292729204, 2.276868225636 48.916249772776, 2.2733089177318 48.926851735489, 2.2730393470107 48.933837649862))"
96,334.0,91330,Lardy,91,91510,"POLYGON ((2.2407718389041 48.512767599697, 2.2354087976147 48.521671856661, 2.2462038538886 48.526357632922, 2.2488270563954 48.531950930146, 2.2588051253965 48.532567715105, 2.2821654627304 48.534626314958, 2.2944082588289 48.542968723329, 2.3046999791646 48.538926282288, 2.2972997755643 48.531515936839, 2.2991613156057 48.523777707291, 2.2695141481375 48.520303024696, 2.2574112421035 48.51439849488, 2.2407718389041 48.512767599697))"
99,51.0,77109,Chenoise,77,77160,"POLYGON ((3.149273091262 48.607383703414, 3.1229787380719 48.625639600207, 3.1479771081706 48.632123543941, 3.1651801686955 48.638521528921, 3.1744641625534 48.645648449826, 3.176573655916 48.654930717909, 3.1931855854753 48.648288347132, 3.1966674648782 48.654424327922, 3.2185433725777 48.652276933595, 3.2357613765978 48.624855400152, 3.2372728545569 48.611071903498, 3.2223507562062 48.604541422991, 3.2177632550564 48.596618813259, 3.2360631721847 48.584964699918, 3.2215470440689 48.579994786107, 3.2159276879939 48.580981112545, 3.2026420578716 48.589853183097, 3.1947382444962 48.597515952175, 3.1764449619627 48.610332029154, 3.149273091262 48.607383703414))"
101,305.0,91114,Brunoy,91,91800,"POLYGON ((2.5295814714706 48.706182162116, 2.526868486137 48.704730504947, 2.5223866971749 48.70487634754, 2.5081082031748 48.690578024026, 2.5139011943221 48.685464899977, 2.4982478634848 48.676678739066, 2.4931700231561 48.680685129554, 2.4822872987328 48.689856194743, 2.4899548332766 48.694334408291, 2.4892677007848 48.701389567446, 2.5031872264899 48.709753943121, 2.5190795979889 48.712638843537, 2.5295814714706 48.706182162116))"
103,1.0,75102,Paris,75,75002,"POLYGON ((2.3508413205563 48.863344411573, 2.3278733621861 48.869861088958, 2.3399298105677 48.871937310519, 2.3478317710849 48.870624420335, 2.3541114926597 48.869275285895, 2.3508413205563 48.863344411573))"
104,7.0,75108,Paris,75,75008,"POLYGON ((2.3271206970663 48.883485416617, 2.3257616254697 48.869546133476, 2.3207773515807 48.863075035941, 2.3015562721716 48.863475234966, 2.2951453922338 48.873861979677, 2.2981403262665 48.87804262556, 2.3271206970663 48.883485416617))"
105,365.0,91587,Saulx-les-Chartreux,91,91160,"POLYGON ((2.2681892130224 48.703878364725, 2.2848974530581 48.699123398004, 2.2861327636022 48.686179988938, 2.2770116296161 48.670572711496, 2.2649768406178 48.670429856849, 2.2454824424565 48.67365243594, 2.2454336768211 48.681926648452, 2.2417756480598 48.685290055251, 2.2640643237386 48.696285636863, 2.2681892130224 48.703878364725))"
106,440.0,93070,Saint-Ouen,93,93400,"POLYGON ((2.3137528853936 48.914015216252, 2.3198186224138 48.915937453257, 2.3328418223185 48.922921815838, 2.3393877120402 48.91973139809, 2.3513975496145 48.907678886149, 2.3518739447639 48.901522076927, 2.3299805220467 48.901163282127, 2.3198871747441 48.90045978209, 2.3137528853936 48.914015216252))"
108,290.0,91016,Angerville,91,91670,"POLYGON ((2.0141695377833 48.337827011138, 2.0199845293334 48.338565398872, 2.0437858650259 48.333052721581, 2.0322812761 48.322078257782, 2.0292728914679 48.306111212161, 2.036469353376 48.296769872179, 2.0527138226636 48.295470353999, 2.0514628060972 48.290207315714, 2.0228447716486 48.288080340461, 2.007237571012 48.284688606385, 1.9940901445311 48.286584124472, 1.9752915866555 48.287202034779, 1.9745117813655 48.29290907218, 1.9666102219583 48.295582043441, 1.9619078745529 48.302845508834, 1.959225976988 48.308685064463, 1.9694413393402 48.314231718094, 1.9790717976199 48.313872470792, 1.9744919508382 48.323163720082, 1.9823432207772 48.328312555088, 1.986689876469 48.330951104008, 2.0141695377833 48.337827011138))"
109,459.0,94033,Fontenay-sous-Bois,94,94120,"POLYGON ((2.4471088963187 48.851151636291, 2.4626327306654 48.857185911471, 2.4815382130314 48.861405371284, 2.4963948644935 48.859903967668, 2.4997189389764 48.85567483344, 2.4915219508926 48.847633426689, 2.4797816041001 48.841986299027, 2.4672474618601 48.839072987582, 2.4634383121686 48.842089485269, 2.4478479965512 48.844804739969, 2.4471088963187 48.851151636291))"
110,66.0,77153,Dammartin-en-Goële,77,77230,"POLYGON ((2.7030847456868 49.064733372592, 2.7073820299035 49.05370316349, 2.7048303803548 49.050610992891, 2.6875267559324 49.044236187799, 2.6779051389146 49.043411409069, 2.6771443004775 49.033789978465, 2.6696915037214 49.033091728527, 2.6597456902779 49.029299978502, 2.6584916586735 49.036591482623, 2.6701160198188 49.046129145433, 2.6660530554695 49.057881697694, 2.6553256665924 49.063980064208, 2.6460202339152 49.065083251092, 2.6531708613035 49.069251893436, 2.6736794201143 49.066131729906, 2.6837594866417 49.070551028149, 2.691158648922 49.070618824231, 2.7030847456868 49.064733372592))"
111,50.0,77108,Chelles,77,77500,"POLYGON ((2.5676272327109 48.865878881164, 2.5702348571309 48.876463404921, 2.5594064582352 48.885336254164, 2.5626276286343 48.888883251177, 2.5838172328399 48.895410384217, 2.5914203681571 48.907146304713, 2.5923641353827 48.90770438289, 2.6001434483214 48.904809703494, 2.6124926912413 48.904332299479, 2.6266814225224 48.894223410082, 2.6217660185092 48.883892060834, 2.6256843043492 48.874130643609, 2.6126064398467 48.865034669316, 2.6057964632344 48.864650004829, 2.6000162628121 48.866326054875, 2.5873261857605 48.865005030869, 2.5676272327109 48.865878881164))"
112,183.0,77513,Villenoy,77,77124,"POLYGON ((2.8259027086228 48.944943512159, 2.8406260703252 48.949960212382, 2.8627338311132 48.955031418295, 2.8696628056248 48.955883537518, 2.8771438006232 48.949746011189, 2.8720366624397 48.943971994085, 2.864047263901 48.93785187639, 2.8512124768577 48.924327926714, 2.8297516499136 48.933550082786, 2.8259027086228 48.944943512159))"
113,432.0,93050,Neuilly-sur-Marne,93,93330,"POLYGON ((2.5298465989693 48.874288123106, 2.5387902148983 48.870296644503, 2.5478244918649 48.872505678682, 2.5578993783152 48.867534976985, 2.5676272327109 48.865878881164, 2.5669153302262 48.857721180865, 2.5598150942255 48.853771472535, 2.5467299157571 48.854469070396, 2.52083081544 48.852184562563, 2.5186676180842 48.855920730517, 2.5204326157065 48.874572736386, 2.5298465989693 48.874288123106))"
114,271.0,78562,Saint-Léger-en-Yvelines,78,78610,"POLYGON ((1.7096621739067 48.712561203238, 1.7114697565565 48.736219888198, 1.7226084286729 48.743522364698, 1.7412301329195 48.743221826004, 1.7639313823351 48.737940454526, 1.7691974257296 48.759682193445, 1.7673481174328 48.765920077948, 1.776981284906 48.769075608622, 1.7819738165806 48.766223041498, 1.7944280243807 48.759808233656, 1.8198159644448 48.764649256142, 1.8187308759401 48.754277201368, 1.8090547482124 48.746517282598, 1.7941711106613 48.73358843195, 1.7905612810727 48.721527011417, 1.7866624297789 48.71776965277, 1.7862223017499 48.707925101197, 1.773300295849 48.703540763955, 1.7581525840163 48.702838901494, 1.7262584354658 48.695478817261, 1.7167038155656 48.698486192254, 1.7062284258908 48.710205860967, 1.7096621739067 48.712561203238))"
115,65.0,77152,Dammarie-les-Lys,77,77190,"POLYGON ((2.6318702594838 48.527576606568, 2.6447034168684 48.534869854586, 2.6532811358955 48.523686417932, 2.6492876547107 48.506036442472, 2.641002818373 48.494505808028, 2.6340504566305 48.496951310911, 2.5857105506996 48.514807967956, 2.5878370844369 48.520576344473, 2.6007365001241 48.515828256936, 2.6110977298013 48.517647400011, 2.6318702594838 48.527576606568))"
117,28.0,77034,Blandy,77,77115,"POLYGON ((2.7659301842618 48.553946005036, 2.7551530883425 48.554946204998, 2.7639565947661 48.564026997632, 2.7624473430609 48.574673717307, 2.7694472846786 48.578714727862, 2.7861464185622 48.582013027701, 2.7903518712189 48.576271564056, 2.8036239217198 48.572092450496, 2.8128154153978 48.563386171552, 2.8234413184675 48.562794321389, 2.827137680032 48.563433931583, 2.8381118179186 48.553159399089, 2.817278454255 48.540794445568, 2.8148041811575 48.544040741848, 2.7907876821779 48.547246535523, 2.7659301842618 48.553946005036))"
118,11.0,75112,Paris,75,75012,"POLYGON ((2.365950820881 48.844908659278, 2.3643180356191 48.846167191329, 2.3690196371168 48.853221440745, 2.3991184448726 48.848094484736, 2.4159711107696 48.846622956277, 2.4122456125626 48.834538914673, 2.4221386362435 48.835797660955, 2.4275751567613 48.841570705794, 2.4478479965512 48.844804739969, 2.4634383121686 48.842089485269, 2.4672474618601 48.839072987582, 2.465730572119 48.826226047985, 2.4612052142523 48.818355149154, 2.4384475102742 48.818232447877, 2.4199625195411 48.824080072246, 2.406031823401 48.827615470779, 2.3900720145113 48.82569232682, 2.365950820881 48.844908659278))"
119,517.0,95252,Franconville,95,95130,"POLYGON ((2.2171323169081 49.00289676827, 2.2435226302159 48.994329856793, 2.2423863554471 48.983597302252, 2.2364602543627 48.973870184381, 2.2287583236511 48.972876677285, 2.2041173037099 48.986330569949, 2.2042438424996 48.990023760747, 2.2132424118472 49.001724794035, 2.2149448592629 49.003478677702, 2.2171323169081 49.00289676827))"
120,452.0,94016,Cachan,94,94230,"POLYGON ((2.3438456890436 48.797661928567, 2.3441979171083 48.790760952199, 2.3385884358131 48.782701918305, 2.3258147798433 48.781908297526, 2.3186962648686 48.787997409568, 2.3239420483049 48.801553330356, 2.3438456890436 48.797661928567))"
122,508.0,95199,Domont,95,95330,"POLYGON ((2.3404868382668 49.038434057233, 2.3431661392302 49.034004884291, 2.3546419004882 49.026607290241, 2.3234508842734 49.01931740676, 2.3218536459812 49.010653381333, 2.3128734588022 49.014825071309, 2.3058877332607 49.023819346199, 2.3013789193268 49.023772513543, 2.295567983091 49.026781507961, 2.2944038121197 49.030240240737, 2.2994574904558 49.035148939164, 2.31481011433 49.038904468537, 2.3245472270672 49.045083167946, 2.3373118899511 49.045437515273, 2.3404868382668 49.038434057233))"
124,152.0,77430,Saint-Pathus,77,77178,"POLYGON ((2.7608347541765 49.0630054404, 2.787073783912 49.07527418833, 2.7683329826623 49.083259832697, 2.7888645226148 49.082869659113, 2.7839893435744 49.088638814676, 2.7917317964681 49.090136936236, 2.7983428052071 49.087325843213, 2.7980898582031 49.081971988364, 2.8072620319791 49.07429762357, 2.8019279036593 49.067660465121, 2.7914326768643 49.065454183041, 2.7797610152416 49.059836140791, 2.7608347541765 49.0630054404))"
125,313.0,91174,Corbeil-Essonnes,91,91100,"POLYGON ((2.473846188292 48.577710108456, 2.4695673436616 48.578551087615, 2.4692477804835 48.58681115204, 2.4636822698962 48.59524374136, 2.4504698419163 48.595482129538, 2.4503594470192 48.60264197296, 2.4434238269695 48.610375453822, 2.4369827416031 48.611167347116, 2.4569658254268 48.621103696565, 2.4703467931535 48.625494255553, 2.4710230021895 48.625178830199, 2.4857756294333 48.61531809267, 2.4903612112863 48.607357177608, 2.4823727865803 48.582563711983, 2.4812572758064 48.580205625656, 2.473846188292 48.577710108456))"
127,122.0,77327,Nangis,77,77370,"POLYGON ((3.0347059441493 48.584534393738, 3.0447738200562 48.582542167641, 3.050675915115 48.573238600916, 3.0524126310816 48.56405351937, 3.0433652951909 48.564651760926, 3.0353352455361 48.556698812559, 3.0422550910402 48.552612586766, 3.0376434822716 48.532897553644, 3.0272575220282 48.535754715118, 3.0124170415128 48.535424351593, 2.9739238549908 48.53260199666, 2.9685570932946 48.530967081069, 2.9637122305861 48.531104234732, 2.9654011676618 48.541417361125, 2.9712700539307 48.558066109112, 2.9811601206886 48.568306722947, 3.0122482742469 48.572574107256, 3.0308307310928 48.579388334705, 3.0347059441493 48.584534393738))"
