,id_local,code_insee,nom_ville,departement,code_postal,geometry
525,237.0,78314,Issou,78,78440,"POLYGON ((1.7859385274231 48.968039777622, 1.7837391645703 48.977270715619, 1.776171328015 48.983379306553, 1.775450426129 48.988632982647, 1.7784223108319 48.995561933522, 1.7901333193659 48.998621330382, 1.7963859812025 49.00276435913, 1.7978525156954 49.008794483878, 1.8006346684144 48.993924441049, 1.8010204777454 48.981292007526, 1.7922671549085 48.969740465748, 1.7859385274231 48.968039777622))"
526,2.0,75103,Paris,75,75003,"POLYGON ((2.3500912644194 48.861951749823, 2.3508413205563 48.863344411573, 2.3541114926597 48.869275285895, 2.3638513390126 48.867431638281, 2.3684085721728 48.855737300049, 2.3500912644194 48.861951749823))"
528,190.0,78005,Achères,78,78260,"POLYGON ((2.1663511306976 48.981474346514, 2.1755408892582 48.972402169318, 2.1781607847904 48.963508308278, 2.1729051899327 48.963860664464, 2.1693908558895 48.97473022277, 2.1597328300074 48.980475845502, 2.1423593625488 48.986065949181, 2.121108315254 48.987197205428, 2.1100029456335 48.981731394894, 2.0845915254206 48.985168754879, 2.0894753132182 48.974770691776, 2.0737463517728 48.964572820744, 2.0764657692794 48.953111556406, 2.0701545928726 48.946303586182, 2.0490021752263 48.957093013492, 2.0488529397465 48.959204291142, 2.0554131164112 48.97005759484, 2.0743941292526 48.984803642495, 2.0852396220577 48.9877824912, 2.1274500504103 48.989051021331, 2.1549353971038 48.985726242203, 2.1663511306976 48.981474346514))"
529,345.0,91386,Mennecy,91,91540,"POLYGON ((2.4563607687813 48.563870009607, 2.4539105706535 48.558388506556, 2.4697491207951 48.556034921444, 2.4651765837595 48.541467383431, 2.4404568978513 48.547942173936, 2.4251629556174 48.544471510363, 2.4027809747231 48.563192995736, 2.4088097430762 48.564717296115, 2.4222327124563 48.573221173418, 2.4393894500218 48.577064306493, 2.4423013270113 48.577196730999, 2.4563607687813 48.563870009607))"
530,56.0,77122,Combs-la-Ville,77,77380,"POLYGON ((2.5976604564217 48.666370746923, 2.6126375803428 48.663573495669, 2.6196204911847 48.651522170267, 2.6135287604713 48.651755328035, 2.6076823599679 48.646058618518, 2.5743143277621 48.64672035372, 2.5730468699213 48.643844618861, 2.5503437351517 48.645565504941, 2.5479654644727 48.649660919125, 2.5336146170614 48.657334981367, 2.5448201812671 48.67118451862, 2.5475678752629 48.671776941658, 2.5594038933391 48.672390641128, 2.5678611932388 48.666756665283, 2.5710332576806 48.674885026994, 2.5840740253462 48.677151136774, 2.5836205421595 48.667578210822, 2.5976604564217 48.666370746923))"
535,352.0,91434,Morsang-sur-Orge,91,91390,"POLYGON ((2.3368642753836 48.650307585417, 2.3419537905981 48.667574843284, 2.3554708976021 48.670809526976, 2.3649624659437 48.655607620484, 2.3624964391927 48.64795761408, 2.3553927825455 48.641226998347, 2.3368642753836 48.650307585417))"
536,193.0,78033,Aulnay-sur-Mauldre,78,78126,"POLYGON ((1.8522361690048 48.934347807341, 1.8538840278315 48.925911436697, 1.840973095537 48.921170816711, 1.8289716115108 48.926693132416, 1.837112462648 48.93783359827, 1.8408847950309 48.933772689708, 1.8497185562702 48.93547843723, 1.8522361690048 48.934347807341))"
541,446.0,94001,Ablon-sur-Seine,94,94480,"POLYGON ((2.4142655674791 48.717814439082, 2.4110164293164 48.726050022829, 2.4227454818383 48.729203225282, 2.4351282328849 48.724090651622, 2.4255483771957 48.72270474408, 2.4142655674791 48.717814439082))"
544,207.0,78133,Chambourcy,78,78240,"POLYGON ((1.998378001613 48.891399654513, 2.012861956132 48.896472713668, 2.020768901339 48.893011243392, 2.0281507472923 48.895120119903, 2.0298920365265 48.900346002264, 2.0270232852137 48.912606031429, 2.0398837044029 48.916871939381, 2.0542238714428 48.902833061733, 2.0544568876206 48.897665439139, 2.046035214655 48.892378792082, 2.0371924231954 48.877653770382, 2.0202528847122 48.882597775244, 1.998378001613 48.891399654513))"
545,378.0,91689,Wissous,91,91320,"POLYGON ((2.3307477519641 48.748103215323, 2.3368066471512 48.743205388567, 2.3539536652921 48.738659181113, 2.3498870308825 48.734015747021, 2.344132213294 48.716940480038, 2.3329261454172 48.710558714181, 2.3250480878698 48.710918269314, 2.3239937705383 48.718243847904, 2.319191467139 48.721254031103, 2.3017360140889 48.719677152597, 2.3038400608379 48.72948996497, 2.3132939902039 48.730280485815, 2.3162448752028 48.741982183131, 2.3207207141635 48.74875804931, 2.3307477519641 48.748103215323))"
547,100.0,77252,Limoges-Fourches,77,77550,"POLYGON ((2.6853211219803 48.611060715919, 2.6739724739965 48.614567087828, 2.6635048680683 48.614583845385, 2.6531713877971 48.620974036055, 2.6372002445201 48.623615998273, 2.6520576739679 48.634418425885, 2.6805669888987 48.640343223746, 2.6949959246368 48.635941113154, 2.6853211219803 48.611060715919))"
548,444.0,93077,Villemomble,93,93250,"POLYGON ((2.5298465989693 48.874288123106, 2.5204326157065 48.874572736386, 2.5091354998104 48.877914691988, 2.5008082478637 48.877117633146, 2.4868020094812 48.887030959256, 2.4946458011434 48.889447502295, 2.4998440551094 48.895741113095, 2.5076358962972 48.898516282798, 2.5125115662804 48.888972989404, 2.5181957754075 48.891176823628, 2.5268019767574 48.881364565051, 2.5298465989693 48.874288123106))"
554,478.0,94068,Saint-Maur-des-Fossés,94,94100,"POLYGON ((2.4748599645797 48.787639885818, 2.4685998938964 48.803706797191, 2.4640148072284 48.807362102845, 2.4606281523871 48.809364181331, 2.4727653665566 48.814563659457, 2.4801799535129 48.813521373195, 2.4980122450888 48.810442567348, 2.5165209816937 48.808926956463, 2.5222790893656 48.804061987635, 2.5234738320133 48.795791535959, 2.5168692810045 48.786468024381, 2.512503745534 48.784924920763, 2.4871709902798 48.784202796018, 2.4748599645797 48.787639885818))"
555,346.0,91390,Méréville,91,91660,"POLYGON ((2.061827532846 48.34351284916, 2.0729706896432 48.340212084524, 2.0849231657936 48.343141082948, 2.1091578377266 48.345381781002, 2.1018321744137 48.331736474145, 2.1199666252465 48.32785518675, 2.1187699400485 48.323897210122, 2.1137168991141 48.307245161467, 2.1061680366894 48.307635584746, 2.0938010774421 48.300507930706, 2.0893790208294 48.295283104065, 2.0815050149817 48.293603520661, 2.0527138226636 48.295470353999, 2.036469353376 48.296769872179, 2.0292728914679 48.306111212161, 2.0322812761 48.322078257782, 2.0437858650259 48.333052721581, 2.061827532846 48.34351284916))"
557,331.0,91315,Itteville,91,91760,"POLYGON ((2.3241448164829 48.5186587673, 2.3379469800271 48.520861326071, 2.3418609549896 48.525801209714, 2.3368649601749 48.532323451578, 2.3438364195603 48.538616133315, 2.3571016925136 48.53681654069, 2.3722389987902 48.536861441632, 2.362795484548 48.525084036404, 2.3663735847304 48.510285718929, 2.3578303985444 48.495342162991, 2.3522830299674 48.489791935412, 2.3499180927003 48.497702927392, 2.3169791930081 48.500623636748, 2.3070918870004 48.499902462486, 2.309050336088 48.504038647132, 2.3241448164829 48.5186587673))"
558,366.0,91589,Savigny-sur-Orge,91,91600,"POLYGON ((2.3554708976021 48.670809526976, 2.3419537905981 48.667574843284, 2.3381199780472 48.667372819069, 2.3325887743239 48.679934930364, 2.3264106694076 48.68650514336, 2.3281756647382 48.68753871545, 2.3386985373733 48.691426633392, 2.3516804937466 48.702467928294, 2.3538687146855 48.701778211799, 2.3596904966732 48.699536633911, 2.3581828935525 48.693946380917, 2.3718809960816 48.685708105734, 2.3554708976021 48.670809526976))"
562,89.0,77222,Guignes,77,77390,"POLYGON ((2.7897084255414 48.622429451791, 2.7846500642533 48.633370951135, 2.791459791994 48.640884854063, 2.7902207284642 48.648640773845, 2.8044334866264 48.652629873498, 2.8181235258924 48.649824475284, 2.8051509648584 48.641876782638, 2.8096186107696 48.633453946973, 2.8200264331779 48.633339697852, 2.8183088417908 48.627341928141, 2.8034113219234 48.621896063327, 2.7897084255414 48.622429451791))"
563,484.0,94077,Villeneuve-le-Roi,94,94290,"POLYGON ((2.4351282328849 48.724090651622, 2.4227454818383 48.729203225282, 2.4110164293164 48.726050022829, 2.3867469186816 48.719975201473, 2.3707040678761 48.720171411205, 2.3704373522136 48.727865735997, 2.382322913299 48.729457801668, 2.3919817145551 48.736921523168, 2.4107694569443 48.742642624539, 2.436815329586 48.745150028543, 2.444984503219 48.735463587636, 2.4401207414166 48.725433667155, 2.4351282328849 48.724090651622))"
565,95.0,77238,Jouarre,77,77640,"POLYGON ((3.1835346946983 48.944872781972, 3.189222219133 48.942271395878, 3.1767079204122 48.937012770058, 3.1754656392866 48.927664978903, 3.1570684958436 48.923039498828, 3.1554642277706 48.910886114674, 3.1409798969098 48.906552421474, 3.1376464618468 48.89699959255, 3.1317912517034 48.893847870811, 3.1401277716098 48.886466885191, 3.1217243745379 48.878006599029, 3.1245932419795 48.869530366967, 3.1090485226542 48.869595899787, 3.1096982846188 48.862886424003, 3.0878619279819 48.861103114999, 3.065398450235 48.867767932071, 3.0564307940856 48.864631194483, 3.0446651372997 48.866904232578, 3.0418604161739 48.87110862579, 3.0511321842666 48.875480155386, 3.0540408234494 48.882580672474, 3.0689948254448 48.894762934274, 3.0837435798248 48.900513468142, 3.0918430255018 48.925914753265, 3.0939029220323 48.931519158521, 3.1162229809583 48.931824224434, 3.1170546223205 48.936267549625, 3.1332781955224 48.935535697923, 3.167052896279 48.94708565595, 3.1688910315532 48.95060183413, 3.1835346946983 48.944872781972))"
568,562.0,95652,Viarmes,95,95270,"POLYGON ((2.3960402411497 49.115662126226, 2.3916535421612 49.110362124808, 2.3673447175118 49.108664127899, 2.3614454079081 49.107047771716, 2.3545387236898 49.121254966309, 2.360908076081 49.129304647675, 2.3768828333567 49.137787057172, 2.4044992808731 49.136206887543, 2.4112746791219 49.134091353816, 2.4078407428059 49.12631245414, 2.3867451249835 49.12898235535, 2.3845441167831 49.119000759333, 2.3960402411497 49.115662126226))"
569,35.0,77053,Brie-Comte-Robert,77,77170,"POLYGON ((2.5976604564217 48.666370746923, 2.5836205421595 48.667578210822, 2.5840740253462 48.677151136774, 2.5787732945151 48.690249491839, 2.5716535034613 48.69201676557, 2.5743424247998 48.700999405067, 2.5861497325179 48.69976192509, 2.5954964966293 48.701935589256, 2.6109371984101 48.710897800196, 2.6151912905658 48.716605079011, 2.628080062382 48.713688579311, 2.6498355248882 48.715430966538, 2.6558366567908 48.708179121926, 2.6428173266779 48.702190996904, 2.6404586532971 48.693648981354, 2.6390094124002 48.683944803534, 2.6518362501558 48.677902542129, 2.6540293998818 48.670368647235, 2.6431466176367 48.665903043225, 2.6384242529858 48.682328488283, 2.6225862768943 48.680569523108, 2.6141693050518 48.672955533267, 2.6042862085903 48.672967214502, 2.5976604564217 48.666370746923))"
571,278.0,78638,Vaux-sur-Seine,78,78740,"POLYGON ((1.9918871076265 49.021006179043, 2.0048823724055 49.010070786588, 1.992688939681 49.003071678765, 1.9825189697018 48.992429257064, 1.9651642923312 49.001452607848, 1.9464703409703 49.006380767671, 1.9370973935176 49.006574203903, 1.9361139047178 49.01021025687, 1.9485803302682 49.011878545691, 1.9555571092333 49.015181320243, 1.9570798428764 49.021799657116, 1.974053010825 49.019426174588, 1.9918871076265 49.021006179043))"
572,284.0,78650,Le Vésinet,78,78110,"POLYGON ((2.1449384245211 48.883376934834, 2.1343056589342 48.884212467971, 2.1297033781258 48.876287250561, 2.1201163848375 48.884942730891, 2.1181874228978 48.890780619739, 2.1136248009693 48.899141430698, 2.1202442355667 48.903204894304, 2.1259521573852 48.90766422336, 2.1337980253505 48.909564848866, 2.1405836459931 48.899690463096, 2.1449384245211 48.883376934834))"
575,343.0,91376,Marolles-en-Hurepoix,91,91630,"POLYGON ((2.3132790476817 48.575758351633, 2.3136330531554 48.558254615887, 2.3170268528964 48.552917119005, 2.3119386175014 48.547656677261, 2.299547286352 48.551564132442, 2.2827481379716 48.559468551676, 2.281650533586 48.572512157033, 2.2904298680085 48.581063100592, 2.3132790476817 48.575758351633))"
579,37.0,77060,Buthiers,77,77760,"POLYGON ((2.5029828960275 48.285183464266, 2.4895033037763 48.282639140726, 2.477752837312 48.271010608936, 2.4736438779143 48.270565905254, 2.4595698576349 48.270896533485, 2.4201019464926 48.266705624608, 2.4178314142956 48.278395078542, 2.4231698173532 48.289315551296, 2.4207604700518 48.299253278858, 2.4321530441291 48.301964556224, 2.4586603485411 48.313920400295, 2.4576436678601 48.311133748201, 2.471231984696 48.301543676726, 2.4729734589704 48.297450392821, 2.4973812666378 48.292407311886, 2.5025860422777 48.287522057774, 2.5029828960275 48.285183464266))"
583,177.0,77494,Vernou-la-Celle-sur-Seine,77,77670,"POLYGON ((2.8844241119365 48.433384373963, 2.8952890474985 48.426096567144, 2.8919977741454 48.41680745744, 2.8858323634299 48.411185153154, 2.8790308302967 48.396613823499, 2.8794902068899 48.390107901999, 2.8586728828911 48.381639691839, 2.8461834635841 48.379078959492, 2.8388026990491 48.385757334943, 2.8260360310183 48.391879541414, 2.8118598493959 48.391623079591, 2.8130817037275 48.408909346142, 2.8318643481723 48.418253376525, 2.8324356904081 48.424722657245, 2.8495030660453 48.428156088326, 2.8687297928546 48.425814654526, 2.8844241119365 48.433384373963))"
590,317.0,91200,Dourdan,91,91410,"POLYGON ((2.0323336848483 48.501293974451, 2.0241538830391 48.512015743106, 2.0158751430673 48.515994105941, 2.0022799019061 48.513484075697, 1.9951691772974 48.514497453253, 1.9782475651723 48.50577221904, 1.9638446426322 48.514492971633, 1.9606686704936 48.521630105101, 1.967666373047 48.526237926816, 1.9755740335464 48.525722465842, 1.9785111860042 48.533051967737, 1.9674208443859 48.533067716836, 1.9341252055215 48.548646295179, 1.9378900456787 48.562926567593, 1.9527665939994 48.559466252882, 1.9626901794469 48.560480721297, 1.9818197824217 48.555550526577, 1.999843911355 48.555387687139, 2.0175700627197 48.557593755935, 2.0244538054252 48.550061204152, 2.0506915001403 48.545767325129, 2.0352185973947 48.534865231772, 2.0346000287555 48.530570748326, 2.0403832222176 48.51328056136, 2.0323336848483 48.501293974451))"
591,449.0,94004,Boissy-Saint-Léger,94,94470,"POLYGON ((2.4997503347866 48.762969000685, 2.5225888443198 48.757575147852, 2.5566430887717 48.754542284167, 2.5528481846553 48.74689835929, 2.5365044256113 48.728216016832, 2.5308331953971 48.727515682121, 2.5169677715921 48.738483856957, 2.5118263324104 48.744586258471, 2.5016755393004 48.748987487627, 2.4931665951591 48.7592302559, 2.4997503347866 48.762969000685))"
597,24.0,77016,Bagneaux-sur-Loing,77,77167,"POLYGON ((2.7173471111394 48.198069464128, 2.7190014128003 48.203593664396, 2.7112393888227 48.218506070352, 2.6979631757643 48.219552622359, 2.6946547386949 48.223316916813, 2.6839219935058 48.222337623768, 2.6852655646135 48.22779659408, 2.6940655357431 48.237615582849, 2.707060860505 48.242385806181, 2.7088906972175 48.239839473576, 2.7143518310109 48.215357183653, 2.7268817407292 48.21777124704, 2.734317397592 48.210106711512, 2.7231457799329 48.204631016, 2.7173471111394 48.198069464128))"
603,203.0,78123,Carrières-sous-Poissy,78,78955,"POLYGON ((2.0353154462803 48.961462206412, 2.0488529397465 48.959204291142, 2.0490021752263 48.957093013492, 2.0473533571696 48.946835009794, 2.0371207979106 48.934848076545, 2.0234954900604 48.930094605356, 2.0084110765459 48.934715600432, 2.0035642691926 48.941319618553, 2.0127704591753 48.946468858098, 2.0282325056622 48.959063228653, 2.0353154462803 48.961462206412))"
604,201.0,78117,Buc,78,78530,"POLYGON ((2.1463965524613 48.790842002311, 2.1482444438738 48.787465246393, 2.1458572646733 48.770734897339, 2.1333522003152 48.766310399376, 2.1232753663 48.753520387991, 2.1064401592486 48.757357714099, 2.1014992133784 48.756490441535, 2.1054681695412 48.780738794907, 2.1244797201278 48.779934313865, 2.1405946708333 48.792674822584, 2.1463965524613 48.790842002311))"
614,90.0,77226,Héricy,77,77850,"POLYGON ((2.7508655400305 48.444070150499, 2.7689371704015 48.456141966411, 2.77101062632 48.461708361148, 2.7853811043395 48.457069760826, 2.7888966256791 48.450933410126, 2.7958845691477 48.448772126586, 2.8104644081665 48.450849258009, 2.8162559248442 48.448712748522, 2.8151992562161 48.443862992459, 2.8206242700987 48.425625724921, 2.8058580484772 48.426759425143, 2.7839753988731 48.42856677231, 2.7658660532188 48.439970461062, 2.7508655400305 48.444070150499))"
616,104.0,77264,Lumigny-Nesles-Ormeaux,77,77540,"POLYGON ((2.9053229942978 48.708864607647, 2.9242429136446 48.723298719271, 2.9238236705277 48.728334331921, 2.909743500556 48.727998024544, 2.9127572740137 48.74120642201, 2.9372021520586 48.756096174659, 2.9410688640645 48.760166129382, 2.9516628909415 48.759257997686, 2.9677799684316 48.748692754567, 2.9666944186 48.731970566078, 2.9765696935248 48.728367133944, 2.9862982549682 48.729528002159, 2.9992005961629 48.728009661975, 3.0044902402477 48.724653829265, 3.0095831833266 48.712391599458, 2.9934149465934 48.702381051123, 2.9774957703694 48.689961342064, 2.9705544148304 48.688561181649, 2.9598794559254 48.691879743902, 2.9466939405061 48.686932987393, 2.937631528459 48.687023934531, 2.9263455243884 48.690793402444, 2.9213077265946 48.699079502892, 2.914617784581 48.701988202328, 2.9053229942978 48.708864607647))"
617,387.0,92022,Chaville,92,92370,"POLYGON ((2.2055079612116 48.809200070282, 2.2026391702069 48.798400652391, 2.1829371404912 48.797227864577, 2.1767433739305 48.814008838913, 2.1785222082775 48.81485662027, 2.1897735373152 48.815759946803, 2.1970479300107 48.819085531359, 2.2055079612116 48.809200070282))"
619,318.0,91201,Draveil,91,91210,"POLYGON ((2.4005806703887 48.701769326045, 2.4164712680658 48.694972566232, 2.4258421024074 48.695730424301, 2.4449651549744 48.678806451841, 2.4547458548447 48.682482781181, 2.4640217483585 48.672855403374, 2.4293651072098 48.653552394497, 2.4070527317505 48.667419896853, 2.3963381622416 48.673537542833, 2.3880639522468 48.678440754954, 2.3858966707851 48.683483824116, 2.3899176244148 48.69186153675, 2.4005806703887 48.701769326045))"
620,98.0,77249,Lésigny,77,77150,"POLYGON ((2.5946737376888 48.73180600135, 2.5858204453665 48.741487637605, 2.5961922065253 48.747316344161, 2.6023411143901 48.753730034287, 2.5975493852329 48.76057109667, 2.6148182997206 48.761116417176, 2.6341880239814 48.770013050499, 2.6408578707682 48.76882719444, 2.6403992694126 48.765480940446, 2.6511242480682 48.757745483181, 2.6447739773407 48.755191327695, 2.6211020104549 48.741812589656, 2.6091407590998 48.728484078458, 2.6025234592093 48.725667681225, 2.5946737376888 48.73180600135))"
621,350.0,91432,Morangis,91,91420,"POLYGON ((2.344132213294 48.716940480038, 2.3556898828024 48.713883210743, 2.3516804937466 48.702467928294, 2.3386985373733 48.691426633392, 2.3281756647382 48.68753871545, 2.3161461345442 48.691986659645, 2.3236263394326 48.698324781941, 2.3250480878698 48.710918269314, 2.3329261454172 48.710558714181, 2.344132213294 48.716940480038))"
625,25.0,77018,Bailly-Romainvilliers,77,77700,"POLYGON ((2.8023543107854 48.829612423523, 2.7974617703106 48.838268500416, 2.7962479037622 48.846274122013, 2.7983842275766 48.856204525541, 2.8102310227206 48.854903691161, 2.8302971679297 48.860041082668, 2.8345081605089 48.85937518771, 2.8234426546863 48.84156706637, 2.8392231438373 48.841986821665, 2.8411484842769 48.833453777166, 2.8368920658774 48.829741856074, 2.8213003435224 48.830179141195, 2.8135583990718 48.832624330192, 2.8030314925252 48.829205237782, 2.8023543107854 48.829612423523))"
627,231.0,78291,Guerville,78,78930,"POLYGON ((1.7635984142151 48.944191025293, 1.7515621941536 48.937563866186, 1.7408733775389 48.935793609727, 1.7294923010357 48.931152341906, 1.7242259107091 48.932383398498, 1.722844602733 48.944165740458, 1.7235777331428 48.962971941464, 1.7312018789003 48.970416702025, 1.7324662624673 48.977890993245, 1.7425267503327 48.970796788539, 1.7517523330085 48.967356958308, 1.7629239038893 48.966808108805, 1.7557555568903 48.957957236294, 1.7635984142151 48.944191025293))"
630,254.0,78431,Morainvilliers,78,78630,"POLYGON ((1.917696411524 48.924494764214, 1.9316658088772 48.938016728036, 1.9497498646431 48.944167901399, 1.9547832000328 48.951191555364, 1.9515133855613 48.954687441417, 1.955728376788 48.956822336381, 1.9694643811254 48.946116976841, 1.9697467919581 48.944680485306, 1.9612679135994 48.934236230315, 1.9420140990486 48.913828912162, 1.9376688453203 48.918406839708, 1.917696411524 48.924494764214))"
632,26.0,77026,Beauchery-Saint-Martin,77,77560,"POLYGON ((3.4655215727904 48.570484758136, 3.449546370477 48.572892228512, 3.4429264983943 48.569907145859, 3.4227856141868 48.570713556365, 3.4198989084374 48.581087491637, 3.4095472774885 48.579104984589, 3.3988796089826 48.593556362074, 3.3830689263252 48.597393528431, 3.3747047636663 48.603922844367, 3.3875229715203 48.623111756286, 3.3808840283561 48.624788273987, 3.3876037624129 48.629808349812, 3.4218675389644 48.631441478751, 3.4350677071159 48.630978427045, 3.4470149882511 48.628116023037, 3.44644363067 48.622538474382, 3.4379681777161 48.612225457929, 3.4376007504368 48.608353451602, 3.4518970168275 48.591615493621, 3.4578106351623 48.589293667708, 3.4690172393847 48.573050056545, 3.4655215727904 48.570484758136))"
640,425.0,93031,Épinay-sur-Seine,93,93800,"POLYGON ((2.2986199686098 48.966348852881, 2.3131712998317 48.962218212702, 2.3283349938093 48.959659359756, 2.3333156809749 48.955382350828, 2.3458014172584 48.946529427823, 2.3383653744183 48.942611820677, 2.3331130103042 48.945631277018, 2.3034826623551 48.951741551311, 2.2922772578552 48.951389058719, 2.2884581275524 48.95897612829, 2.2986199686098 48.966348852881))"
641,176.0,77493,Verneuil-l'Étang,77,77390,"POLYGON ((2.8431498616892 48.621485483515, 2.8305335011001 48.622257966018, 2.8183088417908 48.627341928141, 2.8200264331779 48.633339697852, 2.8096186107696 48.633453946973, 2.8051509648584 48.641876782638, 2.8244168413604 48.648225634551, 2.8466979708682 48.650154293433, 2.8466674954643 48.641561455267, 2.859685208589 48.632964849811, 2.8446197761846 48.626333035047, 2.8431498616892 48.621485483515))"
643,81.0,77188,Fontaine-le-Port,77,77590,"POLYGON ((2.7853811043395 48.457069760826, 2.77101062632 48.461708361148, 2.771560578663 48.469303110367, 2.7657336018484 48.478468719961, 2.7605449168461 48.482841268978, 2.748818121222 48.486534224541, 2.7448612080923 48.48707365111, 2.7390229675575 48.492541353789, 2.7440399024894 48.502862561801, 2.7612806039692 48.501983562945, 2.766294549451 48.492884207343, 2.7807394921472 48.4913536375, 2.7916482934706 48.478307400996, 2.7833552594356 48.473080209743, 2.7787011004382 48.466355090839, 2.7853811043395 48.457069760826))"
648,132.0,77360,Pézarches,77,77131,"POLYGON ((2.9992005961629 48.728009661975, 2.9862982549682 48.729528002159, 2.9765696935248 48.728367133944, 2.9666944186 48.731970566078, 2.9677799684316 48.748692754567, 2.9827523495668 48.754679592946, 2.9928139332003 48.764556912937, 3.0089858061 48.755615878076, 3.0137780685666 48.750857578879, 3.0094004529097 48.739233136142, 2.9992005961629 48.728009661975))"
649,174.0,77491,Veneux-les-Sablons,77,77250,"POLYGON ((2.8023762970355 48.387848826137, 2.8148538855406 48.379563173404, 2.8118963392342 48.375378608625, 2.7963412692854 48.370735731133, 2.7916853590393 48.370753729457, 2.7795732732666 48.380392596554, 2.7782959916969 48.389604683951, 2.7897181589148 48.391314175664, 2.8023762970355 48.387848826137))"
650,111.0,77294,Mitry-Mory,77,77290,"POLYGON ((2.6531996270323 48.955619205318, 2.6433467453421 48.953352969841, 2.6175595820925 48.953290574224, 2.6113971280261 48.954967646657, 2.5919093847247 48.949349108138, 2.5634346213721 48.977732430334, 2.5797962900593 48.984984703781, 2.5803194899487 48.991593137352, 2.5758390395296 49.000282714644, 2.6130580953063 49.008110214129, 2.6241007143311 49.007028491242, 2.6346772328511 49.000051819038, 2.6428422008486 48.989239949473, 2.6608253330335 48.974757952811, 2.6499141793837 48.965162328205, 2.6531996270323 48.955619205318))"
659,486.0,94079,Villiers-sur-Marne,94,94350,"POLYGON ((2.5574049869517 48.818705862542, 2.5332047003302 48.818899835141, 2.5250374182062 48.827253343789, 2.5316602951241 48.829360581102, 2.5366531651588 48.838509377922, 2.5485229415064 48.834863827364, 2.5709791871159 48.8226801571, 2.5684958630522 48.818280529822, 2.5574049869517 48.818705862542))"
660,170.0,77482,Varennes-sur-Seine,77,77130,"POLYGON ((2.9012976919299 48.361188112055, 2.9009337300807 48.369500000043, 2.9185533597196 48.376471543142, 2.9362831854655 48.387753510202, 2.9425291344395 48.388848001453, 2.9432985403981 48.378062197745, 2.9660048417053 48.370869858608, 2.9644468933681 48.370428557761, 2.9570903596434 48.365656903787, 2.956763482749 48.360893847119, 2.9402362944655 48.360844378391, 2.9385685660659 48.356582597317, 2.9323119059295 48.35216349879, 2.9255313940635 48.358143280336, 2.9146903030339 48.351973080844, 2.9090716049355 48.361008997034, 2.9012976919299 48.361188112055))"
661,553.0,95574,Saint-Prix,95,95390,"POLYGON ((2.2582743730786 49.040010050229, 2.2747729042536 49.036441142902, 2.2944038121197 49.030240240737, 2.295567983091 49.026781507961, 2.2846300194395 49.019938528294, 2.2816319731147 49.011714294187, 2.2733744925151 49.006489511129, 2.2634691289289 48.998171423092, 2.2523326033946 49.001848797389, 2.2584892333585 49.017116411538, 2.2557791873416 49.024963353895, 2.2582743730786 49.040010050229))"
673,273.0,78591,Septeuil,78,78790,"POLYGON ((1.6897771194729 48.872884672979, 1.6836163312813 48.875277920095, 1.6695152248232 48.869852218435, 1.6641028538358 48.871749106445, 1.6621910976233 48.887255536547, 1.6682126463465 48.89061455511, 1.6628488008427 48.90376001106, 1.6671791212829 48.906211501352, 1.69680741698 48.899363877995, 1.7173047692895 48.890709816016, 1.7106970858692 48.884788150002, 1.6897771194729 48.872884672979))"
675,178.0,77500,Villebéon,77,77710,"POLYGON ((2.921463323002 48.223757305079, 2.9328778044295 48.217486582386, 2.9387946522743 48.22137684353, 2.9536198749969 48.217703494632, 2.9631304209852 48.208481365481, 2.9554089561314 48.192516404368, 2.9347445709406 48.178820824383, 2.9257765271212 48.182418342199, 2.9142347940635 48.190820057198, 2.9111665441702 48.198855660659, 2.9018442731264 48.201329008363, 2.8948468313306 48.207296689636, 2.8908962135073 48.214997969559, 2.8923967194092 48.217289291527, 2.9149746866054 48.226901131305, 2.921463323002 48.223757305079))"
677,277.0,78624,Triel-sur-Seine,78,78510,"POLYGON ((2.0282325056622 48.959063228653, 2.0127704591753 48.946468858098, 2.0035642691926 48.941319618553, 2.0025265991932 48.953996763589, 1.9961498644494 48.967063544128, 1.9933116816857 48.983420427758, 1.9825189697018 48.992429257064, 1.992688939681 49.003071678765, 2.0048823724055 49.010070786588, 2.0076268510903 49.008236526447, 2.0144337197287 49.00106609648, 2.023617846671 48.997900197633, 2.0247240984757 48.995611550644, 2.0203634628592 48.993928556693, 2.0238447908716 48.982839125351, 2.0234923423706 48.973528614828, 2.0282325056622 48.959063228653))"
678,561.0,95637,Vauréal,95,95490,"POLYGON ((2.0108364475218 49.020657522111, 2.0096940225915 49.026861937013, 2.0158320937275 49.039872297113, 2.0342738545631 49.038123715288, 2.0382287258997 49.033730303037, 2.0405984606661 49.025683950188, 2.0210728038188 49.021051668217, 2.0108364475218 49.020657522111))"
679,46.0,77095,Charny,77,77410,"POLYGON ((2.7473344819669 48.990607030066, 2.7534257047257 48.990652973062, 2.7645256126552 48.991730946337, 2.7698991460524 48.98941060949, 2.777199081067 48.972660200743, 2.7885067298156 48.968519935165, 2.7810412669007 48.958759718701, 2.7685192776683 48.956551042711, 2.761131494642 48.952766920933, 2.7409393445202 48.953127854194, 2.7242213024673 48.958240540695, 2.72340620296 48.960268251971, 2.732581156923 48.969940569209, 2.7338144086211 48.975833268447, 2.7437447626412 48.981774488963, 2.7473344819669 48.990607030066))"
